DEALER_ORDER_ID,DEALER_ORDER_VERSION,DEALER_CODE,EXTERNAL_DEALER_ORDER_NO,SERVICE_CONSULTANT,CREATE_BY,CREATE_DATE,REPAIR_TYPE,REPAIR_SOURCE,ORDER_STATUS,ORDER_TYPE,ORDER_CREATE_DATE,ORDER_LAST_BALANCE_DATE,PREVIOUS_LAST_REPAIR_DATE,VIN,DELIVERER,DELIVERER_MOBILE,ENTER_SHOP_DATE,DISPATCH_DATE,COMPLETION_DATE,ETD,POWER_MILEAGE,TOTAL_MILEAGE,CREATE_CLAIM_FLAG,CLAIM_NO,ACTIVITY_FLAG,ACTIVITY_CODE,TROUBLE_DESC,DELIVER_PROBLEM,CHECK_RESULT,CURRENCY,TOTAL_PAID_IN_AMOUNT
67.0,1,000010,85.0,João Pedro Fernandes,9999999999,2024-01-02,Non-Warranty,99301002,Opened,22021001,2024-01-02,2024-08-01,1800-01-01 00:00:00,KMD-2G88,Maria Luísa Pacheco,+55 (084) 6702 0281,2024-01-02,2024-07-14,2024-08-01,2024-06-26,37320.0,41634.0,N,,N,,Electric motor failure,,,BRL,1005.35
68.0,1,000009,72.0,Henry Gabriel Oliveira,9999999999,2024-06-21,Non-Warranty,99301002,Opened,22021001,2024-06-21,2024-07-15,1800-01-01 00:00:00,YKJ-4S87,Isabelly Lopes,(021) 4695-3137,2024-06-21,2024-06-24,2024-07-15,2024-06-22,14785.0,31547.0,Y,8f38b308-ebc1-42ec-abc7-ae68c524eafd,Y,e6cb9e52-1089-46c0-aa54-b593368f8052,Suspension problems,,,BRL,2939.03
69.0,1,000005,111.0,Olívia Cavalcante,9999999999,2024-01-05,Non-Warranty,99301002,Opened,22021007,2024-01-05,2024-06-14,1800-01-01 00:00:00,UET-2F11,Thiago da Mata,81 3040-9404,2024-01-05,2024-05-14,2024-06-14,2024-06-12,11936.0,92306.0,N,,N,,Overheating of battery,,,BRL,252.31
70.0,1,000033,35.0,Julia Abreu,9999999999,2024-04-30,Warranty,99301002,Opened,22021001,2024-04-30,2024-07-23,1800-01-01 00:00:00,HOF-7U06,Raquel Camargo,+55 84 5074-8902,2024-04-30,2024-05-10,2024-07-23,2024-05-19,30121.0,25201.0,Y,20cf66ad-b674-48c1-b4c8-5b46cc6cac66,Y,e95ae987-f1cb-466e-832a-b1b44f43e091,Suspension problems,,,BRL,2614.21
71.0,1,000013,35.0,João Guilherme Monteiro,9999999999,2024-06-07,Non-Warranty,99301002,Opened,22021002,2024-06-07,2024-06-12,1800-01-01 00:00:00,PNQ-0J94,Luiz Otávio Pacheco,31 8828-6297,2024-06-07,2024-06-11,2024-06-12,2024-06-09,47673.0,47781.0,N,,Y,d3aa11ae-8bdd-4c84-8faa-953f9fe981a9,Suspension problems,,,BRL,1685.97
72.0,1,000041,27.0,Sra. Maria Clara Pires,9999999999,2024-05-20,Non-Warranty,99301002,Opened,22021001,2024-05-20,2024-07-31,1800-01-01 00:00:00,ETY-9X19,Matteo Alves,(031) 9386-6463,2024-05-20,2024-07-15,2024-07-31,2024-06-20,43295.0,61376.0,N,,Y,e7bb345f-7688-4842-9023-42f6055e22db,Suspension problems,,,BRL,2928.99
73.0,1,000022,96.0,Pedro Lucas Vasconcelos,9999999999,2024-04-27,Warranty,99301002,Opened,22021001,2024-04-27,2024-05-15,1800-01-01 00:00:00,WSK-4W06,Vicente Gonçalves,11 0975 1880,2024-04-27,2024-05-03,2024-05-15,2024-05-10,5150.0,93923.0,Y,cfd264ff-06fb-4410-bc52-46f18fe5475b,Y,3803fff3-8f9b-4bda-8a62-4be8c7e2d825,Charging issues,,,BRL,1741.51
74.0,1,000026,25.0,Yasmin Aragão,9999999999,2024-03-31,Non-Warranty,99301002,Opened,22021001,2024-03-31,2024-06-09,1800-01-01 00:00:00,BIZ-6M68,Giovanna das Neves,+55 (031) 3275 7365,2024-03-31,2024-04-09,2024-06-09,2024-04-20,48946.0,92854.0,Y,9e9d3b77-ba34-4580-ada0-a0af0ffd10c7,N,,Inconsistent charging,,,BRL,1453.66
75.0,1,000049,62.0,Carlos Eduardo Farias,9999999999,2024-01-23,Warranty,99301002,Opened,22021002,2024-01-23,2024-07-15,1800-01-01 00:00:00,EPI-8Y50,Isaac Martins,(021) 7970-6179,2024-01-23,2024-02-04,2024-07-15,2024-06-23,21462.0,53724.0,Y,d2fc245f-d484-4eb9-80ca-0db3b383994c,Y,2bcdacf3-2dfc-497a-8288-819822ebc7ef,Battery overheating,,,BRL,2988.0
76.0,1,000015,91.0,Dra. Gabrielly Brito,9999999999,2024-05-13,Warranty,99301002,Opened,22021002,2024-05-13,2024-06-24,1800-01-01 00:00:00,JVN-3Z03,Apollo Oliveira,11 7935 0422,2024-05-13,2024-06-14,2024-06-24,2024-06-10,18732.0,89548.0,N,,Y,0d0c61fd-4700-4eb8-b408-850e0fdc26f4,Battery management system failure,,,BRL,380.84
77.0,1,000037,27.0,Breno Pacheco,9999999999,2024-04-19,Warranty,99301002,Opened,22021002,2024-04-19,2024-08-06,1800-01-01 00:00:00,MNR-5P94,Srta. Elisa Oliveira,(041) 9028 6836,2024-04-19,2024-05-21,2024-08-06,2024-07-08,9867.0,80968.0,Y,7166c54b-9305-4571-9e69-b4b0b54d83e5,Y,bd063866-8a24-4e9e-ade1-9ece5a2e6a99,Suspension problems,,,BRL,2420.92
78.0,1,000034,72.0,Liz Cavalcante,9999999999,2024-07-31,Warranty,99301002,Opened,22021002,2024-07-31,2024-08-13,1800-01-01 00:00:00,WBX-9T66,Dr. Pedro Lucas Fogaça,0500 156 3350,2024-07-31,2024-08-09,2024-08-13,2024-08-08,33249.0,25914.0,Y,584ca7a8-3f0a-4149-98aa-622eeec051bb,N,,Inconsistent charging,,,BRL,2798.85
79.0,1,000031,36.0,Dra. Maria Helena Borges,9999999999,2024-02-27,Warranty,99301002,Opened,22021001,2024-02-27,2024-07-11,1800-01-01 00:00:00,PGM-6P94,Felipe Nunes,81 1969 3265,2024-02-27,2024-06-02,2024-07-11,2024-06-22,1918.0,21603.0,N,,N,,Regenerative braking issues,,,BRL,936.62
80.0,1,000049,43.0,Sr. Lorenzo Teixeira,9999999999,2024-07-08,Non-Warranty,99301002,Opened,22021002,2024-07-08,2024-08-03,1800-01-01 00:00:00,BTV-0J64,Maria Cecília Nogueira,+55 (084) 5188 0861,2024-07-08,2024-07-27,2024-08-03,2024-07-29,34325.0,96248.0,N,,Y,a8efc7f9-d4ad-427d-b29b-76e936580684,Suspension problems,,,BRL,361.75
81.0,1,000046,94.0,Thiago Ramos,9999999999,2024-05-20,Warranty,99301002,Opened,22021007,2024-05-20,2024-07-24,1800-01-01 00:00:00,QXW-8O89,Maria Isis Costa,+55 (051) 3044 8675,2024-05-20,2024-06-29,2024-07-24,2024-06-26,7427.0,53823.0,N,,Y,d6874618-7838-485e-8ab0-d893745c759a,Inconsistent charging,,,BRL,287.94
82.0,1,000017,20.0,Kamilly Guerra,9999999999,2024-03-22,Non-Warranty,99301002,Opened,22021002,2024-03-22,2024-03-23,1800-01-01 00:00:00,UNC-6K78,Matteo Machado,+55 31 0288-9893,2024-03-22,2024-03-22,2024-03-23,2024-03-22,32044.0,38482.0,N,,Y,78b5c1de-ce9c-45a7-a717-69118230088e,Brake system maintenance,,,BRL,2912.59
83.0,1,000025,106.0,Thiago Silveira,9999999999,2024-04-04,Warranty,99301002,Opened,22021001,2024-04-04,2024-04-22,1800-01-01 00:00:00,XLG-7Q85,Davi Lucas Borges,(031) 8446 1779,2024-04-04,2024-04-21,2024-04-22,2024-04-14,24004.0,74003.0,N,,Y,a5565599-125a-4b84-83a0-09fd917b7c40,Charging port issues,,,BRL,1150.15
84.0,1,000043,69.0,Davi da Luz,9999999999,2024-06-04,Warranty,99301002,Opened,22021001,2024-06-04,2024-08-02,1800-01-01 00:00:00,XWI-8X11,Rael Cardoso,51 3574 5272,2024-06-04,2024-07-01,2024-08-02,2024-06-18,1526.0,78138.0,N,,N,,Suspension problems,,,BRL,2609.0
85.0,1,000019,54.0,Dra. Caroline Andrade,9999999999,2024-04-17,Non-Warranty,99301002,Opened,22021001,2024-04-17,2024-06-29,1800-01-01 00:00:00,MRA-5G56,Luna da Mata,+55 21 7549-5290,2024-04-17,2024-04-17,2024-06-29,2024-06-24,16704.0,22132.0,Y,c5f82087-1e4e-4c47-bf69-0a7e08f46f44,N,,Suspension problems,,,BRL,2648.48
86.0,1,000042,76.0,Enzo Pastor,9999999999,2024-05-27,Warranty,99301002,Opened,22021007,2024-05-27,2024-07-21,1800-01-01 00:00:00,DUJ-4G25,Yago Cardoso,+55 31 9036-0497,2024-05-27,2024-07-12,2024-07-21,2024-06-26,24438.0,90355.0,N,,N,,Connectivity issues,,,BRL,1042.89
87.0,1,000025,99.0,Bianca das Neves,9999999999,2024-07-05,Non-Warranty,99301002,Opened,22021001,2024-07-05,2024-07-28,1800-01-01 00:00:00,IBV-1V80,Benício Martins,(061) 7857 4795,2024-07-05,2024-07-05,2024-07-28,2024-07-15,25870.0,6233.0,N,,N,,Tire replacement,,,BRL,498.39
88.0,1,000025,112.0,Gabrielly da Rocha,9999999999,2024-02-22,Non-Warranty,99301002,Opened,22021001,2024-02-22,2024-07-12,1800-01-01 00:00:00,GPL-9L76,Yan Brito,71 6719-3496,2024-02-22,2024-04-02,2024-07-12,2024-03-15,28639.0,75400.0,N,,Y,9c2151a2-75c8-4e6c-b9ea-86e7a5b6a7d3,Battery overheating,,,BRL,373.89
89.0,1,000003,92.0,Jade Almeida,9999999999,2024-07-28,Non-Warranty,99301002,Opened,22021001,2024-07-28,2024-08-02,1800-01-01 00:00:00,NML-0J34,Helena Silva,+55 (084) 5027 5088,2024-07-28,2024-08-01,2024-08-02,2024-07-28,3724.0,95886.0,Y,c970d405-45e4-4876-bcbc-2a0bed410331,N,,Inverter problems,,,BRL,1208.39
90.0,1,000010,108.0,Ísis Macedo,9999999999,2024-05-28,Warranty,99301002,Opened,22021002,2024-05-28,2024-07-09,1800-01-01 00:00:00,DAT-6T53,Juliana Fonseca,31 5978-2074,2024-05-28,2024-06-07,2024-07-09,2024-06-12,13771.0,62732.0,Y,dc07f940-909b-4b6c-be3f-7847525d00de,N,,Suspension problems,,,BRL,2407.66
91.0,1,000021,116.0,Dr. Luiz Gustavo da Cunha,9999999999,2024-07-06,Warranty,99301002,Opened,22021001,2024-07-06,2024-07-08,1800-01-01 00:00:00,OSU-5W88,Srta. Ayla Novais,+55 84 9497 4112,2024-07-06,2024-07-06,2024-07-08,2024-07-07,21687.0,23473.0,N,,Y,e0623ef1-8d59-41bd-9318-9500377f2e47,Suspension problems,,,BRL,793.98
92.0,1,000007,72.0,Vicente Borges,9999999999,2024-04-09,Non-Warranty,99301002,Opened,22021002,2024-04-09,2024-06-22,1800-01-01 00:00:00,OXB-5Q22,Yasmin Rezende,(051) 3360-2241,2024-04-09,2024-04-10,2024-06-22,2024-06-01,18291.0,49459.0,N,,Y,08deb9a9-022f-437d-88a7-cea006ebb89d,Suspension problems,,,BRL,2699.61
93.0,1,000025,54.0,Bento Porto,9999999999,2024-03-13,Non-Warranty,99301002,Opened,22021002,2024-03-13,2024-04-25,1800-01-01 00:00:00,QPN-8A19,Sr. Emanuel Pinto,+55 41 1175-0526,2024-03-13,2024-04-17,2024-04-25,2024-04-12,10174.0,26582.0,N,,Y,7b2343e6-ba03-4a2a-9d97-8cd230167e5b,Brake system maintenance,,,BRL,1242.8
94.0,1,000046,79.0,Sofia Monteiro,9999999999,2024-07-24,Non-Warranty,99301002,Opened,22021002,2024-07-24,2024-07-31,1800-01-01 00:00:00,PQM-4R63,Lavínia Vargas,0300-164-0010,2024-07-24,2024-07-25,2024-07-31,2024-07-25,41000.0,3030.0,N,,N,,Brake system maintenance,,,BRL,2761.81
95.0,1,000024,51.0,Henry Gabriel Moraes,9999999999,2024-04-24,Non-Warranty,99301002,Opened,22021007,2024-04-24,2024-05-28,1800-01-01 00:00:00,ZOW-5B47,Théo Fogaça,51 9571 3917,2024-04-24,2024-04-25,2024-05-28,2024-05-03,17045.0,94074.0,Y,a2efdb5b-f171-4ea9-a49d-997c192546e9,Y,67a1c225-84e8-4209-b7ed-f89b59f42ea9,Brake system maintenance,,,BRL,1874.36
96.0,1,000041,72.0,Sr. Vinicius Oliveira,9999999999,2024-04-23,Warranty,99301002,Opened,22021001,2024-04-23,2024-08-12,1800-01-01 00:00:00,UCV-7H06,Gabrielly da Conceição,+55 84 5051-0528,2024-04-23,2024-06-03,2024-08-12,2024-06-25,20384.0,4188.0,N,,Y,be41ea56-3f09-4013-85bd-ffb13f360534,Suspension problems,,,BRL,1556.3
97.0,1,000028,105.0,Nina da Mota,9999999999,2024-07-12,Warranty,99301002,Opened,22021001,2024-07-12,2024-07-17,1800-01-01 00:00:00,IST-0H75,Nicole Cavalcante,(084) 8135-8559,2024-07-12,2024-07-14,2024-07-17,2024-07-16,22165.0,92133.0,Y,11417413-89f4-4ff6-8b85-4239ee7e3352,N,,Climate control system issues,,,BRL,2367.02
98.0,1,000014,65.0,Davi Miguel Fonseca,9999999999,2024-07-24,Warranty,99301002,Opened,22021001,2024-07-24,2024-08-06,1800-01-01 00:00:00,YPU-4E12,Sr. João Guilherme Vieira,61 0071-0580,2024-07-24,2024-08-03,2024-08-06,2024-08-05,17498.0,4014.0,Y,1567b3c9-af7a-48c5-babe-5a8d78a51ef9,Y,880b3ff9-f4b7-461d-a172-56a8de4452be,Wiring problems,,,BRL,1467.35
99.0,1,000021,116.0,Dr. Enrico Santos,9999999999,2024-01-07,Warranty,99301002,Opened,22021001,2024-01-07,2024-03-21,1800-01-01 00:00:00,XUM-7B19,Lunna Araújo,+55 (041) 4283-3962,2024-01-07,2024-01-26,2024-03-21,2024-02-09,39933.0,60996.0,N,,N,,Brake system maintenance,,,BRL,2807.75
100.0,1,000021,60.0,Dr. Daniel Rios,9999999999,2024-01-18,Non-Warranty,99301002,Opened,22021002,2024-01-18,2024-03-23,1800-01-01 00:00:00,SNL-8O95,Luiz Henrique Ramos,+55 (051) 7548 2416,2024-01-18,2024-01-28,2024-03-23,2024-03-07,5922.0,75706.0,N,,N,,Software glitches,,,BRL,2452.63
