CLIENT_ID,CLIENT_FIRST_NAME,CLIENT_LAST_NAME,CAR,CLAIM,dealerId,delaerOrderId
936.0,Erick,Casa Grande,Dolphin,Range anxiety,17.0,000936
937.0,Mirella,Castro,Dolphin,Overheating of battery,5.0,000937
938.0,Leonardo,Ramos,Dolphin,Battery management system failure,49.0,000938
939.0,Cecilia,Teixeira,Yuan,Wiring problems,4.0,000939
940.0,Luiz Gustavo,Andrade,Dolphin,Charging issues,25.0,000940
941.0,Ravi Lucca,Carvalho,Dolphin,Cooling system issues,2.0,000941
942.0,Eduardo,Moraes,Dolphin,Software glitches,42.0,000942
943.0,Luigi,Ribeiro,Dolphin,Regenerative braking issues,50.0,000943
944.0,Igor,Garcia,Yuan,Vehicle control system failures,42.0,000944
945.0,Eduarda,Lima,Dolphin,Electric motor failure,16.0,000945
946.0,Lívia,Nascimento,Yuan,Inverter problems,44.0,000946
947.0,Bárbara,Almeida,Dolphin,Charging issues,42.0,000947
948.0,José Miguel,Rodrigues,Dolphin,Overheating of battery,4.0,000948
949.0,Isabel,Costa,Dolphin,Electrical system faults,37.0,000949
950.0,Mariane,Ramos,Yuan,Regenerative braking issues,28.0,000950
951.0,João,Cavalcante,Dolphin,Cooling system issues,46.0,000951
952.0,Vicente,Gonçalves,Dolphin,Charging port issues,29.0,000952
953.0,Juan,Caldeira,Tan,Regenerative braking issues,39.0,000953
954.0,Isabela,Silveira,Dolphin,Inconsistent charging,30.0,000954
955.0,Isaac,Leão,Dolphin,Tire replacement,35.0,000955
956.0,Noah,Aragão,Tan,Cooling system issues,46.0,000956
957.0,Alice,Macedo,Yuan,Cooling system issues,20.0,000957
958.0,Luiza,Sampaio,Dolphin,Charging issues,7.0,000958
959.0,Pietra,Viana,Han,Charging issues,2.0,000959
960.0,Helena,Monteiro,Dolphin,Charging issues,42.0,000960
961.0,Theodoro,Caldeira,Tan,Range anxiety,9.0,000961
962.0,Matteo,Rezende,Dolphin,Charging port issues,18.0,000962
963.0,Stephany,Sampaio,Dolphin,Electrical system faults,39.0,000963
964.0,Léo,Pires,Seal,Electrical system faults,46.0,000964
965.0,Paulo,Câmara,Dolphin,Battery management system failure,14.0,000965
966.0,Manuela,Gonçalves,Yuan,Overheating of battery,27.0,000966
967.0,Luísa,Oliveira,Dolphin,Software glitches,17.0,000967
968.0,Larissa,Moreira,Dolphin,Range anxiety,8.0,000968
969.0,Julia,Costela,Dolphin,Electric motor failure,1.0,000969
970.0,Maria Eduarda,Peixoto,Yuan,Electrical system faults,7.0,000970
971.0,Emanuelly,Cirino,Dolphin,Charging issues,31.0,000971
972.0,Brenda,Azevedo,Yuan,Inverter problems,22.0,000972
973.0,Antony,das Neves,Dolphin,Regenerative braking issues,48.0,000973
974.0,Bárbara,Sales,Seal,Range anxiety,23.0,000974
975.0,Samuel,Caldeira,Dolphin,Charging issues,11.0,000975
976.0,Francisco,Vasconcelos,Dolphin,Battery degradation,45.0,000976
977.0,Marcelo,Caldeira,Dolphin,Battery degradation,41.0,000977
978.0,Davi Lucca,Pacheco,Dolphin,Electrical system faults,27.0,000978
979.0,Ana Luiza,Leão,Tan,Charging issues,20.0,000979
980.0,Pedro Henrique,Garcia,Yuan,Regenerative braking issues,36.0,000980
981.0,Maria Eduarda,Novaes,Dolphin,Connectivity issues,6.0,000981
982.0,Enrico,Ferreira,Yuan,Charging issues,24.0,000982
983.0,Maria Flor,Fonseca,Dolphin,Battery degradation,17.0,000983
984.0,Ana Vitória,Rios,Dolphin,Electrical system faults,23.0,000984
985.0,Letícia,da Mota,Tan,Suspension problems,5.0,000985
986.0,João Pedro,Pires,Dolphin,Charging port issues,2.0,000986
987.0,Ana Sophia,Oliveira,Dolphin,Battery management system failure,42.0,000987
988.0,Maria Júlia,das Neves,Dolphin,Brake system maintenance,5.0,000988
989.0,Danilo,Farias,Yuan,Inverter problems,40.0,000989
990.0,Maria Clara,Barbosa,Dolphin,Charging issues,47.0,000990
991.0,José Pedro,Peixoto,Seal,Battery management system failure,48.0,000991
992.0,Ana Júlia,Ribeiro,Dolphin,Charging issues,3.0,000992
993.0,Otto,Casa Grande,Dolphin,Electric motor failure,3.0,000993
994.0,José,Pastor,Seal,Tire replacement,40.0,000994
995.0,João Felipe,Sá,Dolphin,Electrical system faults,47.0,000995
996.0,Joaquim,Ferreira,Dolphin,Range anxiety,43.0,000996
997.0,Arthur Miguel,da Mata,Seal,Cabin filter replacement,37.0,000997
998.0,Liz,Castro,Tan,Battery management system failure,47.0,000998
999.0,Bárbara,Almeida,Dolphin,Battery management system failure,30.0,000999
1000.0,Bella,Melo,Dolphin,Charging issues,11.0,001000
1001.0,Henry,Machado,Dolphin,Charging issues,34.0,001001
1002.0,Noah,da Paz,Dolphin,Range anxiety,30.0,001002
1003.0,Thomas,Caldeira,Dolphin,Wiring problems,2.0,001003
1004.0,Manuella,Campos,Han,Charging issues,27.0,001004
1005.0,Ana Júlia,Montenegro,Yuan,Battery degradation,40.0,001005
1006.0,Brenda,Cassiano,Dolphin,Charging issues,33.0,001006
1007.0,Hadassa,Pastor,Dolphin,Overheating of battery,38.0,001007
1008.0,Laís,Lima,Dolphin,Battery management system failure,29.0,001008
1009.0,Lucas,Siqueira,Tan,Overheating of battery,31.0,001009
1010.0,Luara,Nogueira,Yuan,Battery degradation,44.0,001010
1011.0,Francisco,Jesus,Tan,Battery management system failure,35.0,001011
1012.0,João Vitor,Leão,Dolphin,Cooling system issues,43.0,001012
1013.0,Antônio,da Paz,Dolphin,Cooling system issues,12.0,001013
1014.0,Rodrigo,Nogueira,Dolphin,Charging port issues,37.0,001014
1015.0,Arthur Gabriel,Cirino,Dolphin,Battery management system failure,35.0,001015
1016.0,Théo,Nunes,Yuan,Regenerative braking issues,15.0,001016
1017.0,Bella,Garcia,Yuan,Battery management system failure,22.0,001017
1018.0,Davi Lucas,Caldeira,Yuan,Battery management system failure,2.0,001018
1019.0,Ana Laura,Vargas,Dolphin,Battery degradation,28.0,001019
1020.0,Clarice,Araújo,Yuan,Windshield replacement,8.0,001020
1021.0,Jade,Moura,Tan,Suspension problems,8.0,001021
1022.0,Noah,Fogaça,Tan,Climate control system issues,2.0,001022
1023.0,Cecília,Câmara,Dolphin,Electric motor failure,11.0,001023
1024.0,Carolina,Andrade,Tan,Charging port issues,47.0,001024
1025.0,Lucas,Marques,Dolphin,Battery overheating,50.0,001025
1026.0,Vinícius,Souza,Dolphin,Suspension problems,41.0,001026
1027.0,José,Pimenta,Dolphin,Electric motor failure,40.0,001027
1028.0,Maria Laura,Sousa,Dolphin,Overheating of battery,3.0,001028
1029.0,Helena,Ramos,Dolphin,Battery management system failure,2.0,001029
1030.0,Isabelly,Porto,Yuan,Range anxiety,7.0,001030
1031.0,Brayan,Souza,Dolphin,Windshield replacement,13.0,001031
1032.0,Sabrina,Nunes,Yuan,Range anxiety,17.0,001032
1033.0,Emanuella,Viana,Yuan,Range anxiety,32.0,001033
1034.0,Maria Luísa,Santos,Han,Charging issues,19.0,001034
1035.0,Giovanna,da Rosa,Dolphin,Charging issues,6.0,001035
1036.0,Heloisa,Lima,Dolphin,Range anxiety,49.0,001036
1037.0,Hadassa,Brito,Yuan,Software glitches,37.0,001037
1038.0,Enrico,Cassiano,Han,Battery management system failure,42.0,001038
1039.0,Sabrina,Rocha,Han,Battery management system failure,42.0,001039
1040.0,Elisa,da Costa,Dolphin,Overheating of battery,44.0,001040
1041.0,Ísis,Rodrigues,Dolphin,Regenerative braking issues,15.0,001041
1042.0,Davi Luiz,Melo,Dolphin,Software glitches,18.0,001042
1043.0,Mateus,Guerra,Yuan,Electric motor failure,22.0,001043
1044.0,Isabel,Casa Grande,Dolphin,Windshield replacement,8.0,001044
1045.0,Clara,Barros,Dolphin,Tire replacement,38.0,001045
1046.0,José Miguel,Gonçalves,Yuan,Battery degradation,33.0,001046
1047.0,Laura,Cirino,Dolphin,Battery management system failure,20.0,001047
1048.0,André,Peixoto,Han,Battery degradation,43.0,001048
1049.0,Ana Julia,Aragão,Yuan,Windshield replacement,23.0,001049
1050.0,Henrique,Aragão,Dolphin,Battery degradation,11.0,001050
1051.0,Raquel,da Conceição,Tan,Electrical system faults,23.0,001051
1052.0,Marina,Gonçalves,Dolphin,Cabin filter replacement,49.0,001052
1053.0,Emilly,Viana,Dolphin,Battery degradation,12.0,001053
1054.0,Catarina,das Neves,Dolphin,Range anxiety,18.0,001054
1055.0,Evelyn,Lopes,Yuan,Charging issues,29.0,001055
1056.0,Paulo,Sá,Yuan,Windshield replacement,33.0,001056
1057.0,Beatriz,Cardoso,Tan,Tire replacement,21.0,001057
1058.0,Pietra,Novais,Dolphin,Battery management system failure,23.0,001058
1059.0,Maria Flor,Duarte,Tan,Charging issues,28.0,001059
1060.0,Francisco,Cavalcanti,Dolphin,Battery degradation,23.0,001060
1061.0,Olívia,Pimenta,Dolphin,Charging issues,9.0,001061
1062.0,Lucas,Duarte,Yuan,Charging issues,34.0,001062
1063.0,João Vitor,da Paz,Dolphin,Charging port issues,2.0,001063
1064.0,Davi,Duarte,Han,Suspension problems,32.0,001064
1065.0,Theodoro,Garcia,Dolphin,Inverter problems,45.0,001065
1066.0,Alice,da Luz,Dolphin,Charging port issues,35.0,001066
1067.0,Caleb,Barbosa,Seal,Electric motor failure,1.0,001067
1068.0,André,Pinto,Dolphin,Electric motor failure,29.0,001068
1069.0,Stella,Monteiro,Tan,Regenerative braking issues,21.0,001069
1070.0,Helena,Lopes,Dolphin,Electric motor failure,18.0,001070
1071.0,Dom,Oliveira,Dolphin,Range anxiety,29.0,001071
1072.0,Caio,Porto,Dolphin,Range anxiety,39.0,001072
1073.0,Maria Alice,da Costa,Seal,Inverter problems,49.0,001073
1074.0,Dom,Alves,Yuan,Charging port issues,8.0,001074
1075.0,Luiz Gustavo,Fernandes,Dolphin,Windshield replacement,17.0,001075
1076.0,Luísa,Vasconcelos,Dolphin,Electrical system faults,23.0,001076
1077.0,Lunna,Lima,Dolphin,Battery degradation,26.0,001077
1078.0,Thales,Leão,Seal,Battery management system failure,5.0,001078
1079.0,Vinícius,Guerra,Dolphin,Range anxiety,7.0,001079
1080.0,Maysa,Lima,Tan,Battery degradation,42.0,001080
1081.0,Otto,Nogueira,Yuan,Battery degradation,50.0,001081
1082.0,Sophia,Teixeira,Dolphin,Charging issues,50.0,001082
1083.0,Eloá,Carvalho,Dolphin,Battery management system failure,22.0,001083
1084.0,Felipe,Duarte,Seal,Electric motor failure,17.0,001084
1085.0,Lara,da Costa,Yuan,Cabin filter replacement,50.0,001085
1086.0,Ágatha,Duarte,Dolphin,Electric motor failure,2.0,001086
1087.0,Felipe,Gonçalves,Yuan,Cooling system issues,16.0,001087
1088.0,Antonella,Moura,Dolphin,Wiring problems,9.0,001088
1089.0,Ravi,da Cunha,Dolphin,Software glitches,20.0,001089
1090.0,Brenda,Fogaça,Dolphin,Suspension problems,27.0,001090
1091.0,Yago,Moreira,Dolphin,Electric motor failure,8.0,001091
1092.0,Ana Lívia,Cassiano,Dolphin,Battery degradation,7.0,001092
1093.0,Lucas,Sampaio,Yuan,Electrical system faults,15.0,001093
1094.0,Laís,Pinto,Seal,Battery degradation,2.0,001094
1095.0,Sabrina,Carvalho,Yuan,Range anxiety,36.0,001095
1096.0,Maria Sophia,Alves,Seal,Cooling system issues,40.0,001096
1097.0,Daniel,Barros,Dolphin,Charging issues,2.0,001097
1098.0,Levi,Sousa,Han,Inverter problems,20.0,001098
1099.0,Renan,Câmara,Seal,Brake system maintenance,41.0,001099
1100.0,Cecília,Freitas,Dolphin,Electrical system faults,3.0,001100
1101.0,Otto,Barbosa,Dolphin,Battery management system failure,48.0,001101
1102.0,Alexandre,das Neves,Dolphin,Range anxiety,41.0,001102
1103.0,Sarah,Marques,Seal,Electric motor failure,32.0,001103
1104.0,Enzo,Albuquerque,Dolphin,Charging issues,28.0,001104
1105.0,Maria Clara,Caldeira,Tan,Vehicle control system failures,30.0,001105
1106.0,Matteo,Almeida,Dolphin,Charging issues,25.0,001106
1107.0,Heloisa,Costa,Yuan,Cabin filter replacement,21.0,001107
1108.0,João Vitor,Cavalcante,Yuan,Electric motor failure,5.0,001108
1109.0,Ravi Lucca,Siqueira,Tan,Inconsistent charging,23.0,001109
1110.0,Ana Lívia,da Mota,Yuan,Software glitches,49.0,001110
1111.0,Maria Helena,Porto,Dolphin,Charging issues,50.0,001111
1112.0,Bianca,Vasconcelos,Tan,Battery management system failure,7.0,001112
1113.0,Melissa,Costela,Dolphin,Software glitches,27.0,001113
1114.0,Ana Vitória,Mendes,Tan,Regenerative braking issues,18.0,001114
1115.0,Larissa,Barbosa,Dolphin,Wiring problems,48.0,001115
1116.0,Olívia,Gonçalves,Yuan,Range anxiety,44.0,001116
1117.0,Milena,Cirino,Dolphin,Charging issues,28.0,001117
1118.0,Marcela,Barbosa,Dolphin,Regenerative braking issues,42.0,001118
1119.0,Zoe,Leão,Han,Charging issues,26.0,001119
1120.0,Yago,Costa,Dolphin,Cabin filter replacement,44.0,001120
1121.0,Ana Clara,Vieira,Dolphin,Electric motor failure,3.0,001121
1122.0,Alexia,Rios,Dolphin,Windshield replacement,48.0,001122
1123.0,Vitor,Melo,Yuan,Windshield replacement,22.0,001123
1124.0,Breno,Fonseca,Dolphin,Range anxiety,7.0,001124
1125.0,Benício,Sá,Dolphin,Electric motor failure,20.0,001125
1126.0,Isabelly,Carvalho,Tan,Connectivity issues,9.0,001126
1127.0,Rael,Rocha,Yuan,Battery degradation,30.0,001127
1128.0,Yago,Pacheco,Dolphin,Cabin filter replacement,2.0,001128
1129.0,Erick,Borges,Seal,Windshield replacement,32.0,001129
1130.0,Isadora,Sá,Dolphin,Wiring problems,37.0,001130
1131.0,João Gabriel,Siqueira,Dolphin,Regenerative braking issues,4.0,001131
1132.0,Maria Luiza,Aparecida,Dolphin,Regenerative braking issues,2.0,001132
1133.0,Vitória,Albuquerque,Dolphin,Electric motor failure,4.0,001133
1134.0,José,Caldeira,Dolphin,Range anxiety,34.0,001134
1135.0,Samuel,Rocha,Dolphin,Tire replacement,4.0,001135
1136.0,Vinicius,Santos,Yuan,Electric motor failure,2.0,001136
1137.0,Maria,Duarte,Dolphin,Range anxiety,50.0,001137
1138.0,Vitor Gabriel,Barros,Dolphin,Tire replacement,43.0,001138
1139.0,Yuri,Pimenta,Dolphin,Brake system maintenance,1.0,001139
1140.0,Lorena,Costa,Dolphin,Battery degradation,9.0,001140
1141.0,Augusto,Farias,Dolphin,Battery degradation,9.0,001141
1142.0,Stephany,Cardoso,Dolphin,Range anxiety,2.0,001142
1143.0,Evelyn,Camargo,Dolphin,Inverter problems,35.0,001143
1144.0,Brayan,Moreira,Dolphin,Range anxiety,31.0,001144
1145.0,Daniel,Rocha,Han,Regenerative braking issues,17.0,001145
1146.0,Vinícius,Sampaio,Dolphin,Windshield replacement,12.0,001146
1147.0,Maria Clara,Moraes,Seal,Cooling system issues,23.0,001147
1148.0,Sabrina,Ferreira,Yuan,Charging issues,4.0,001148
1149.0,Bruna,Pimenta,Dolphin,Overheating of battery,44.0,001149
1150.0,Eloá,Sá,Dolphin,Inverter problems,17.0,001150
1151.0,Pedro Lucas,Mendes,Yuan,Charging issues,16.0,001151
1152.0,Bernardo,Andrade,Dolphin,Battery management system failure,47.0,001152
1153.0,Marcelo,Brito,Han,Battery management system failure,40.0,001153
1154.0,Otto,Brito,Dolphin,Wiring problems,32.0,001154
1155.0,Miguel,Cavalcante,Tan,Electric motor failure,36.0,001155
1156.0,Vinicius,Nascimento,Yuan,Regenerative braking issues,31.0,001156
1157.0,Maria Liz,Vieira,Dolphin,Tire replacement,7.0,001157
1158.0,Ana,Borges,Dolphin,Windshield replacement,2.0,001158
1159.0,Isabella,Novaes,Han,Electric motor failure,24.0,001159
1160.0,Henry Gabriel,Rezende,Yuan,Windshield replacement,32.0,001160
1161.0,José Miguel,Rezende,Dolphin,Electric motor failure,49.0,001161
1162.0,Yan,da Conceição,Dolphin,Battery degradation,5.0,001162
1163.0,Natália,Teixeira,Yuan,Electrical system faults,22.0,001163
1164.0,Isabella,Freitas,Han,Software glitches,7.0,001164
1165.0,Raquel,Andrade,Dolphin,Electrical system faults,42.0,001165
1166.0,Breno,Nunes,Dolphin,Cooling system issues,22.0,001166
1167.0,Caio,Pereira,Dolphin,Overheating of battery,46.0,001167
1168.0,Vitor Gabriel,Santos,Dolphin,Charging issues,26.0,001168
1169.0,Marcos Vinicius,Aragão,Dolphin,Charging port issues,14.0,001169
1170.0,Josué,Garcia,Dolphin,Electric motor failure,1.0,001170
1171.0,Valentina,da Mata,Tan,Overheating of battery,20.0,001171
1172.0,Enzo Gabriel,Viana,Dolphin,Electric motor failure,38.0,001172
1173.0,Davi,Castro,Yuan,Electrical system faults,20.0,001173
1174.0,João Felipe,das Neves,Dolphin,Battery degradation,49.0,001174
1175.0,Cauê,Pacheco,Dolphin,Charging issues,6.0,001175
1176.0,Sarah,Lopes,Yuan,Charging issues,15.0,001176
1177.0,Theo,Rocha,Yuan,Battery management system failure,20.0,001177
1178.0,Esther,Rodrigues,Tan,Wiring problems,1.0,001178
1179.0,Isis,Pires,Yuan,Wiring problems,45.0,001179
1180.0,Nicole,Macedo,Yuan,Cabin filter replacement,35.0,001180
1181.0,Luna,Azevedo,Dolphin,Charging issues,32.0,001181
1182.0,Isabel,Rocha,Han,Battery degradation,25.0,001182
1183.0,Bryan,Azevedo,Tan,Charging issues,30.0,001183
1184.0,Alana,Mendes,Dolphin,Battery degradation,48.0,001184
1185.0,Ísis,Farias,Tan,Regenerative braking issues,36.0,001185
1186.0,Alexia,Pires,Dolphin,Inverter problems,49.0,001186
1187.0,Benjamim,Garcia,Dolphin,Cooling system issues,11.0,001187
1188.0,Yago,Pastor,Dolphin,Range anxiety,13.0,001188
1189.0,Valentim,Pereira,Han,Overheating of battery,46.0,001189
1190.0,Maria Vitória,Caldeira,Han,Charging issues,33.0,001190
1191.0,Cauã,Sampaio,Yuan,Electrical system faults,20.0,001191
1192.0,Zoe,Azevedo,Dolphin,Cooling system issues,33.0,001192
1193.0,Calebe,Teixeira,Dolphin,Overheating of battery,27.0,001193
1194.0,Luana,Leão,Dolphin,Battery management system failure,50.0,001194
1195.0,Sophie,Sales,Seal,Range anxiety,25.0,001195
1196.0,José Miguel,da Mota,Dolphin,Inverter problems,36.0,001196
1197.0,Matheus,Vargas,Yuan,Electric motor failure,17.0,001197
1198.0,João Miguel,Lopes,Han,Fluid top-up,45.0,001198
1199.0,Isaac,da Mata,Dolphin,Charging issues,11.0,001199
1200.0,Maria Laura,Machado,Dolphin,Range anxiety,13.0,001200
1201.0,Olivia,Souza,Dolphin,Battery degradation,2.0,001201
1202.0,Dante,Cunha,Yuan,Electric motor failure,22.0,001202
1203.0,Gustavo Henrique,Nunes,Dolphin,Cabin filter replacement,42.0,001203
1204.0,Melina,Sousa,Yuan,Range anxiety,21.0,001204
1205.0,Maysa,Alves,Dolphin,Range anxiety,6.0,001205
1206.0,Ana Sophia,Sá,Seal,Charging issues,8.0,001206
1207.0,Emilly,Cavalcante,Dolphin,Brake system maintenance,24.0,001207
1208.0,Mathias,da Mota,Dolphin,Connectivity issues,31.0,001208
1209.0,Maria Flor,da Luz,Dolphin,Battery management system failure,3.0,001209
1210.0,Luiz Felipe,Siqueira,Dolphin,Cooling system issues,50.0,001210
1211.0,Daniela,da Cunha,Dolphin,Windshield replacement,12.0,001211
1212.0,Luiza,Guerra,Dolphin,Cooling system issues,25.0,001212
1213.0,Erick,Gonçalves,Dolphin,Battery degradation,7.0,001213
1214.0,João,Campos,Dolphin,Electric motor failure,30.0,001214
1215.0,Raquel,Oliveira,Seal,Charging issues,43.0,001215
1216.0,Beatriz,da Costa,Dolphin,Cabin filter replacement,34.0,001216
1217.0,Kaique,Cassiano,Yuan,Battery management system failure,20.0,001217
1218.0,Yago,Sales,Han,Wiring problems,33.0,001218
1219.0,Pedro Henrique,Brito,Dolphin,Battery overheating,42.0,001219
1220.0,Ana Lívia,Nascimento,Han,Battery degradation,14.0,001220
1221.0,Maria Fernanda,Gonçalves,Dolphin,Battery degradation,38.0,001221
1222.0,Gabrielly,Casa Grande,Dolphin,Inverter problems,7.0,001222
1223.0,Luiz Otávio,Vargas,Dolphin,Software glitches,35.0,001223
1224.0,Alana,Cirino,Yuan,Regenerative braking issues,4.0,001224
1225.0,Luan,Oliveira,Dolphin,Regenerative braking issues,20.0,001225
1226.0,Yuri,Marques,Seal,Battery degradation,14.0,001226
1227.0,Theo,Lopes,Dolphin,Overheating of battery,3.0,001227
1228.0,Lara,Mendes,Dolphin,Battery management system failure,40.0,001228
1229.0,Catarina,Ramos,Dolphin,Overheating of battery,18.0,001229
1230.0,Luana,Camargo,Han,Inverter problems,32.0,001230
1231.0,Julia,Nascimento,Han,Tire replacement,40.0,001231
1232.0,Julia,da Paz,Dolphin,Inverter problems,16.0,001232
1233.0,Vitor Gabriel,Barbosa,Han,Regenerative braking issues,10.0,001233
1234.0,Antonella,Campos,Yuan,Electrical system faults,7.0,001234
1235.0,Lunna,Porto,Dolphin,Range anxiety,34.0,001235
1236.0,Ana Liz,Andrade,Seal,Charging issues,16.0,001236
1237.0,Nicolas,Alves,Dolphin,Software glitches,15.0,001237
1238.0,Rebeca,Novais,Dolphin,Range anxiety,16.0,001238
1239.0,Pedro Henrique,Lopes,Dolphin,Inverter problems,39.0,001239
1240.0,Pedro Miguel,da Rosa,Dolphin,Electric motor failure,5.0,001240
1241.0,Guilherme,Porto,Seal,Electrical system faults,29.0,001241
1242.0,Luana,Aparecida,Dolphin,Cooling system issues,16.0,001242
1243.0,André,Farias,Yuan,Software glitches,5.0,001243
1244.0,Ayla,Farias,Dolphin,Regenerative braking issues,10.0,001244
1245.0,Otto,Duarte,Yuan,Electrical system faults,42.0,001245
1246.0,Isaque,Pires,Tan,Electric motor failure,6.0,001246
1247.0,Gabrielly,Freitas,Yuan,Charging issues,28.0,001247
1248.0,Sophie,Ferreira,Yuan,Range anxiety,46.0,001248
1249.0,Lorenzo,Jesus,Dolphin,Electric motor failure,35.0,001249
1250.0,Rhavi,Freitas,Dolphin,Inverter problems,28.0,001250
1251.0,Pietra,Vasconcelos,Dolphin,Battery management system failure,41.0,001251
1252.0,Samuel,Barbosa,Dolphin,Battery degradation,13.0,001252
1253.0,Hellena,Dias,Tan,Cooling system issues,11.0,001253
1254.0,Bruna,Andrade,Dolphin,Overheating of battery,35.0,001254
1255.0,Leonardo,Fernandes,Dolphin,Battery degradation,9.0,001255
1256.0,Bryan,Rocha,Dolphin,Electrical system faults,41.0,001256
1257.0,Ana Laura,Rocha,Dolphin,Electrical system faults,28.0,001257
1258.0,Davi,Pacheco,Yuan,Regenerative braking issues,29.0,001258
1259.0,Diego,Sampaio,Tan,Regenerative braking issues,2.0,001259
1260.0,Heloisa,Lima,Yuan,Charging issues,9.0,001260
1261.0,Luana,Lopes,Dolphin,Windshield replacement,47.0,001261
1262.0,Joaquim,Pimenta,Dolphin,Inverter problems,25.0,001262
1263.0,Anna Liz,Campos,Dolphin,Connectivity issues,15.0,001263
1264.0,Cauê,Barros,Tan,Brake system maintenance,34.0,001264
1265.0,Matteo,Moreira,Dolphin,Electrical system faults,28.0,001265
1266.0,Cecília,Rios,Dolphin,Battery management system failure,36.0,001266
1267.0,Joaquim,Porto,Dolphin,Electrical system faults,50.0,001267
1268.0,Giovanna,Siqueira,Dolphin,Electrical system faults,18.0,001268
1269.0,Maria Eduarda,Lopes,Dolphin,Wiring problems,10.0,001269
1270.0,Guilherme,Montenegro,Tan,Electrical system faults,4.0,001270
1271.0,Pietra,Fogaça,Dolphin,Vehicle control system failures,39.0,001271
1272.0,Larissa,Macedo,Tan,Battery degradation,32.0,001272
1273.0,Lorenzo,Pereira,Yuan,Inverter problems,5.0,001273
1274.0,Maya,Melo,Dolphin,Cabin filter replacement,11.0,001274
1275.0,Erick,Cunha,Dolphin,Charging issues,47.0,001275
1276.0,Enrico,Caldeira,Tan,Brake system maintenance,46.0,001276
1277.0,Yuri,Montenegro,Han,Inverter problems,45.0,001277
1278.0,Emanuella,Aragão,Dolphin,Battery management system failure,19.0,001278
1279.0,João Gabriel,da Mata,Tan,Electrical system faults,3.0,001279
1280.0,Zoe,Albuquerque,Yuan,Wiring problems,30.0,001280
1281.0,João Lucas,Sales,Yuan,Regenerative braking issues,16.0,001281
1282.0,Zoe,Andrade,Dolphin,Charging issues,17.0,001282
1283.0,Catarina,Campos,Tan,Regenerative braking issues,42.0,001283
1284.0,Gustavo Henrique,Moura,Dolphin,Overheating of battery,20.0,001284
1285.0,Lucas Gabriel,Mendonça,Dolphin,Battery management system failure,49.0,001285
1286.0,Marina,Freitas,Yuan,Battery management system failure,27.0,001286
1287.0,Ana Julia,Costa,Han,Charging issues,11.0,001287
1288.0,Ana Carolina,Macedo,Dolphin,Inverter problems,32.0,001288
1289.0,Bryan,Freitas,Dolphin,Windshield replacement,20.0,001289
1290.0,Maria Vitória,Moura,Dolphin,Range anxiety,44.0,001290
1291.0,Stella,Casa Grande,Han,Windshield replacement,7.0,001291
1292.0,Kevin,Novais,Dolphin,Regenerative braking issues,46.0,001292
1293.0,Milena,Leão,Han,Range anxiety,24.0,001293
1294.0,Renan,Albuquerque,Dolphin,Battery degradation,28.0,001294
1295.0,Isaque,Araújo,Yuan,Charging issues,3.0,001295
1296.0,Luna,da Luz,Dolphin,Overheating of battery,13.0,001296
1297.0,Sophia,Marques,Yuan,Electric motor failure,27.0,001297
1298.0,Ryan,Nogueira,Dolphin,Electric motor failure,37.0,001298
1299.0,Ana Beatriz,Pereira,Han,Fluid top-up,45.0,001299
1300.0,Vinicius,Azevedo,Dolphin,Range anxiety,11.0,001300
1301.0,João,Viana,Yuan,Suspension problems,1.0,001301
1302.0,Maria Clara,Gonçalves,Dolphin,Inconsistent charging,36.0,001302
1303.0,Ísis,Pastor,Dolphin,Range anxiety,30.0,001303
1304.0,Laís,da Cruz,Tan,Regenerative braking issues,37.0,001304
1305.0,Yan,Jesus,Tan,Overheating of battery,21.0,001305
1306.0,Clarice,Oliveira,Dolphin,Electric motor failure,18.0,001306
1307.0,Isaac,Pimenta,Dolphin,Electric motor failure,16.0,001307
1308.0,Evelyn,Macedo,Tan,Wiring problems,10.0,001308
1309.0,Olívia,Cavalcante,Dolphin,Battery degradation,16.0,001309
1310.0,Ana Clara,Borges,Dolphin,Charging port issues,12.0,001310
1311.0,Sophia,Santos,Dolphin,Battery overheating,26.0,001311
1312.0,Igor,Santos,Dolphin,Tire replacement,36.0,001312
1313.0,Anthony,Rocha,Dolphin,Overheating of battery,44.0,001313
1314.0,Luiz Felipe,da Luz,Dolphin,Charging port issues,14.0,001314
1315.0,Enzo,Campos,Dolphin,Regenerative braking issues,11.0,001315
1316.0,Maria Sophia,Cardoso,Tan,Charging issues,34.0,001316
1317.0,Agatha,Pereira,Dolphin,Charging issues,23.0,001317
1318.0,Letícia,Macedo,Dolphin,Brake system maintenance,6.0,001318
1319.0,Marcela,Sousa,Yuan,Charging port issues,44.0,001319
1320.0,Nicole,Silveira,Yuan,Overheating of battery,36.0,001320
1321.0,Arthur Gabriel,Borges,Seal,Battery management system failure,22.0,001321
1322.0,Ravy,Teixeira,Han,Software glitches,41.0,001322
1323.0,Emanuel,Novaes,Dolphin,Battery degradation,23.0,001323
1324.0,Ravi,Moraes,Dolphin,Battery degradation,13.0,001324
1325.0,Benjamin,Campos,Dolphin,Battery degradation,36.0,001325
1326.0,Mariana,Carvalho,Dolphin,Windshield replacement,2.0,001326
1327.0,Caroline,Pires,Han,Battery management system failure,40.0,001327
1328.0,Ana Luiza,Lima,Han,Electric motor failure,38.0,001328
