dealerOrderId,dealerId,dealerOrderNo,createBy,createName,updateBy,updateName,repairType,orderStatus,orderCreateDate,orderLastBalanceDate,vin,custName,custEmail,deliverer,delivererMobile,powerMileage,totalMileage,createClaimFlag,claimNo,activityFlag,activityCode,troubleDesc,deliverProblem,checkResult,isSecstore,secstoreId
002814,000017,92.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-01-28,2024-04-29,SCN-9W03,Théo Andrade,Andrade.Théo@@yahoo.com.br,Lucca Duarte,+55 84 7299 6572,31702.0,96911.0,Y,f57595f3-9bfb-43b3-b216-638f6a29c09d,Y,67135f68-8377-4ddf-851c-3169b301ff10,Electrical system faults,,,N,
002815,000023,76.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-03-09,2024-05-06,QMD-2S95,Guilherme Viana,Viana.Guilherme@@outlook.com,Maria Laura Ribeiro,(011) 3602 1714,13671.0,57345.0,N,,N,,Suspension problems,,,N,
002816,000028,89.0,9999999999,Name,9999999988,Name,Non-Warranty,In Progress,2024-06-17,2024-06-24,EBD-1A13,Julia da Paz,da Paz.Julia@@gmail.com,Emanuelly Marques,84 7678 7331,28173.0,9907.0,Y,a605cfe3-52b8-4084-9e3d-d8d9229576c7,N,,Software glitches,,,N,
002817,000032,99.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-07-10,2024-07-16,MSQ-3E71,Aylla Vasconcelos,Vasconcelos.Aylla@@gmail.com,Bento da Cunha,84 0504-9579,26100.0,93709.0,N,,Y,339f9039-19dc-42a0-9922-de42f1649e0f,Brake system maintenance,,,Y,21ae67e1-d7cd-4413-88ae-b40755f610b0
002818,000029,89.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-04-13,2024-07-19,BAF-7G22,Gustavo Henrique Azevedo,Azevedo.Gustavo Henrique@@yahoo.com.br,Ester Cavalcante,+55 (031) 2784 0926,657.0,40969.0,N,,Y,545c7b0f-736e-4a4f-a50e-be6ebb675ae3,Inconsistent charging,,,N,
002819,000022,97.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-04-28,2024-05-23,SWO-3Y16,Isabella Silveira,Silveira.Isabella@@yahoo.com.br,Maria Helena Teixeira,0800-869-0774,39896.0,81257.0,Y,7158cdaf-775d-48ee-b943-650c606dd270,Y,af16fbbd-fa7e-4d17-abd1-f9184e003fe5,Windshield replacement,,,N,
002820,000012,110.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-01-15,2024-03-14,YDJ-0T37,Dom Nascimento,Nascimento.Dom@@outlook.com,Francisco da Costa,+55 61 9199 7123,6988.0,46432.0,N,,N,,Battery management system failure,,,Y,4fe9c69f-b2dd-4d90-b5cc-e0f61e04518b
002821,000046,114.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-03-21,2024-05-12,NIS-2S61,Lucas Ribeiro,Ribeiro.Lucas@@yahoo.com.br,Oliver Pastor,+55 (021) 8549 0272,11277.0,23353.0,Y,0e26724c-1d9c-4f74-861a-8cc5e7cefdfe,Y,62b5ec6b-4330-48f6-9a15-9eeeaaa3680b,Suspension problems,,,N,
002822,000024,60.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-03-26,2024-07-17,GNB-7Q64,Asafe Rios,Rios.Asafe@@outlook.com,Asafe Jesus,+55 (061) 0032 4204,34444.0,92765.0,Y,7ccde768-437a-484f-85b3-e29853611409,Y,4bca170e-4bbd-405f-afce-a3506a92f6c1,Charging issues,,,N,
002823,000004,57.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-01-08,2024-07-16,DIV-0Q91,Maria Sophia Pimenta,Pimenta.Maria Sophia@@outlook.com,Dra. Maria Vitória Oliveira,41 8881 0682,21354.0,49213.0,Y,262884a6-31da-47ce-9c4d-e06a56ae6452,Y,f1938f4c-cc37-4973-a129-85bcdf9aba9a,Software glitches,,,Y,96f4b609-1de4-4814-937f-ea223194f53e
002824,000024,91.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-02-21,2024-04-05,YDU-6N05,Pedro Lucas Cirino,Cirino.Pedro Lucas@@yahoo.com.br,Dra. Stella Moura,0500 289 0305,22911.0,77593.0,N,,N,,Charging port issues,,,Y,3a8b7e1e-910c-45c0-a338-55dcd7dafcf2
002825,000017,114.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-05-06,2024-06-23,RJG-6F59,Liz Lima,Lima.Liz@uol.com.br,Lunna Viana,(071) 3724-8823,37250.0,22576.0,N,,N,,Battery management system failure,,,N,
002826,000023,66.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-04-23,2024-06-26,IEF-9T12,Allana Peixoto,Peixoto.Allana@@outlook.com,Antônio Mendes,+55 (071) 4615 3464,16790.0,35829.0,Y,18c384f2-927a-4201-a26f-51444f5f64d9,Y,ecce1ed9-105b-4612-b477-b993e26c0a2b,Battery degradation,,,Y,2a7e41ea-f2cb-4f97-a7d1-b50191a5cf79
002827,000015,24.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-05-24,2024-07-09,NHL-7I28,Heloisa Lopes,Lopes.Heloisa@uol.com.br,Srta. Maria Eduarda Fonseca,+55 84 6267 4360,46070.0,80666.0,N,,Y,6e8422d0-edb8-409f-86c2-103ec0904a0f,Charging issues,,,N,
002828,000035,32.0,9999999999,Name,9999999988,Name,Non-Warranty,In Progress,2024-01-13,2024-02-26,EYC-0K57,Mariah Barros,Barros.Mariah@@gmail.com,Yuri Cassiano,(041) 1373-3946,33654.0,20194.0,Y,e6862a49-4e0c-462b-a948-651edc226c25,N,,Inconsistent charging,,,Y,f9c1cc06-149f-4d1b-9a3a-8cab4fd0fd54
002829,000045,111.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-01-14,2024-07-21,ITX-0J05,João Guilherme da Paz,da Paz.João Guilherme@@yahoo.com.br,Felipe Costa,+55 (084) 2276-3576,42953.0,39054.0,Y,e9c86240-8395-4313-8e70-70e210b54bb3,Y,6e5d2bea-a808-4ca8-ad99-f0fe5d2cd25e,Suspension problems,,,N,
002830,000034,46.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-06-23,2024-07-03,TZY-3Q48,Davi Luiz Camargo,Camargo.Davi Luiz@@yahoo.com.br,Marcos Vinicius Azevedo,+55 (011) 6649-3201,32656.0,64446.0,Y,1a174916-af09-4c0c-874a-f0708a8cf96e,Y,f6d8068e-98b1-4397-b37a-14030be9fe43,Cabin filter replacement,,,N,
002831,000008,79.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-01-22,2024-03-08,HBR-4R33,Manuella Macedo,Macedo.Manuella@@yahoo.com.br,João Felipe da Rocha,(021) 5589 4013,35966.0,481.0,Y,4328cddf-e1d1-42c3-8590-b7d9e5946d15,Y,69815834-1387-4c3d-82ce-934f3872be83,Suspension problems,,,N,
002832,000026,58.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-03-04,2024-06-24,RJP-0Z80,Alice Marques,Marques.Alice@@yahoo.com.br,Rafaela Pires,+55 11 1137 5451,48307.0,27818.0,Y,5e4b92bb-dd5a-4437-96cc-9b01af1987e1,N,,Suspension problems,,,Y,52ad9a8d-2801-40f0-91af-854d4322d249
002833,000043,55.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-07-03,2024-07-04,ORA-0Y07,Aylla Novaes,Novaes.Aylla@@gmail.com,Rebeca Cavalcante,+55 (084) 1105-4406,39258.0,51899.0,N,,N,,Inconsistent charging,,,N,
002834,000030,29.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-07-25,2024-07-25,OYJ-5N26,Ravy Vieira,Vieira.Ravy@@gmail.com,Ravi Gonçalves,+55 (081) 6764 8358,10885.0,74369.0,N,,N,,Suspension problems,,,Y,1d862300-cdef-4615-a028-17226998938e
002835,000023,24.0,9999999999,Name,9999999988,Name,Non-Warranty,In Progress,2024-04-01,2024-06-26,GQU-8G45,Thiago Cavalcante,Cavalcante.Thiago@@yahoo.com.br,João Vitor Aparecida,0900 897 8809,45807.0,75312.0,Y,1f04a3f7-46c8-44a3-a89f-a2e9478b46d9,Y,72e297cc-0bad-4439-9bb2-012e068f181e,Suspension problems,,,N,
002836,000024,60.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-04-02,2024-07-04,TTS-6L19,Maria Laura Albuquerque,Albuquerque.Maria Laura@@yahoo.com.br,Hadassa Gomes,(071) 0707 3023,30218.0,55342.0,N,,Y,12bee66c-0614-4f11-b899-bc9f0ddaa0bc,Suspension problems,,,Y,606a9c18-f7c9-4035-ad7c-827259fbb7a4
002837,000023,89.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-06-02,2024-07-23,MGQ-6O96,Luiza Caldeira,Caldeira.Luiza@@outlook.com,João Guilherme Sousa,+55 61 3326-7034,3963.0,23211.0,N,,N,,Inconsistent charging,,,Y,9afe7a0f-427c-4108-8e74-4f1d4ced5c5a
002838,000020,116.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-02-24,2024-07-11,VVP-1H51,Lucas Gabriel da Conceição,da Conceição.Lucas Gabriel@@yahoo.com.br,Dr. Luiz Henrique Martins,21 9949 0846,8313.0,44319.0,N,,Y,89a3ed41-73e6-4302-93a3-c6e4708e4419,Inconsistent charging,,,Y,061f5788-469b-4878-8d7d-56151900ef24
002839,000035,38.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-04-17,2024-07-06,CHN-7L83,Asafe Monteiro,Monteiro.Asafe@@outlook.com,Ana Carolina Vasconcelos,31 5276 7119,34645.0,20344.0,Y,ffa57b7a-4887-4169-bdfe-071a58f301c5,N,,Suspension problems,,,N,
002840,000011,73.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-05-13,2024-05-28,GOL-8B15,Maria Júlia Nascimento,Nascimento.Maria Júlia@uol.com.br,Gustavo Henrique Rocha,0800-341-9184,37579.0,46188.0,Y,2d30d318-3b84-4964-8587-cd816c7cffb6,Y,2e878c68-60f0-414b-8955-68f110c4adfe,Brake system maintenance,,,N,
002841,000017,97.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-01-13,2024-01-16,HHK-5W57,Ester Ferreira,Ferreira.Ester@uol.com.br,Cecília Macedo,+55 84 9620-3837,14420.0,53023.0,N,,N,,Inconsistent charging,,,Y,d56693a9-360f-4d59-95c7-25361eb8dff9
002842,000028,112.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-01-27,2024-06-24,AEI-3A35,Mirella Pires,Pires.Mirella@@outlook.com,Breno Ribeiro,+55 71 3337 5245,2700.0,37969.0,N,,Y,15990a55-1d3d-4be8-b2d6-24fefb869da0,Inconsistent charging,,,Y,5c559e17-63f0-47da-968b-de4a5c2543af
002843,000032,88.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-07-05,2024-07-12,SND-7W08,Maria Clara Vasconcelos,Vasconcelos.Maria Clara@uol.com.br,Sr. Murilo Martins,+55 (071) 2130 7835,8536.0,38165.0,Y,2e0f86f1-97e3-4087-b89c-ce7852763948,N,,Electric motor failure,,,N,
002844,000008,100.0,9999999999,Name,9999999988,Name,Non-Warranty,In Progress,2024-07-07,2024-07-07,QQK-3G56,Antonella Ramos,Ramos.Antonella@uol.com.br,Evelyn da Conceição,(061) 4811-4210,19869.0,34307.0,Y,3c7c2234-dc14-4e7b-af9e-848a4dffb186,Y,a5c58f77-ef0b-45de-97fc-304fdb485a17,Inconsistent charging,,,N,
002845,000020,30.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-07-18,2024-07-22,JWR-1D72,Agatha Câmara,Câmara.Agatha@@yahoo.com.br,Luiz Felipe Farias,0900-197-4577,19466.0,92552.0,N,,N,,Suspension problems,,,Y,67349d00-1fde-4d9c-9c60-999a1c73de45
002846,000025,101.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-03-12,2024-05-03,TUV-1S57,Bryan Sá,Sá.Bryan@@outlook.com,Maria Luiza Novais,0800-054-8489,20863.0,10897.0,Y,d0bf3c34-8b34-4b92-a467-7ea59ecde477,Y,d108d780-a2cf-4003-9e28-ee9ca60c4356,Wiring problems,,,Y,7cd54437-e071-48a1-919b-638319d763af
002847,000028,101.0,9999999999,Name,9999999988,Name,Non-Warranty,In Progress,2024-06-29,2024-07-17,JHA-1T05,Sophia Pimenta,Pimenta.Sophia@@gmail.com,Lavínia Câmara,+55 84 0305-3580,27042.0,4530.0,N,,N,,Overheating of battery,,,Y,f93908de-0243-4a71-8a50-858c7b765c00
002848,000007,91.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-06-02,2024-06-04,LUS-9X29,Bianca Borges,Borges.Bianca@@outlook.com,Rodrigo Sales,0800-670-3041,25975.0,83954.0,N,,Y,e021e13e-794e-426e-b1f8-a981afe8dd6a,Suspension problems,,,N,
002849,000022,115.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-03-07,2024-06-26,DWJ-4K13,Luan Macedo,Macedo.Luan@uol.com.br,Cauê Peixoto,21 0029 7634,33504.0,52191.0,Y,bcd12da9-6593-4d15-8838-ccd796819cbc,Y,5ca158fb-e2d8-4145-81f5-85fc98c9808d,Inconsistent charging,,,Y,f07c609a-ba5a-4f8c-89bc-16672a47f5b1
002850,000035,104.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-05-06,2024-06-18,YKJ-6U98,Ana Vitória Carvalho,Carvalho.Ana Vitória@@yahoo.com.br,Joana Castro,+55 21 2641-3370,34714.0,62580.0,Y,78247101-c95b-486b-b7b3-eb45e96a191c,N,,Inconsistent charging,,,N,
002851,000042,39.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-05-29,2024-06-17,NGZ-1S77,Sophie Lopes,Lopes.Sophie@@yahoo.com.br,Sr. Bryan Guerra,+55 21 3410-6327,30214.0,84924.0,N,,N,,Suspension problems,,,N,
002852,000026,113.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-02-13,2024-05-11,DBL-6E64,Maria Silveira,Silveira.Maria@uol.com.br,Emilly da Mota,+55 41 0370-5853,32442.0,3681.0,Y,e2847c1e-0c73-411c-82a5-a8d025213e01,Y,94fae97a-4bf6-458e-9d3a-01f1a51bc5b5,Inconsistent charging,,,N,
002853,000014,63.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-02-13,2024-05-22,THC-7F03,Enrico Rezende,Rezende.Enrico@@gmail.com,Caio da Mata,+55 (071) 1657 5661,40662.0,58495.0,Y,e900eb67-2609-4872-a8e9-2983138216d2,N,,Inconsistent charging,,,Y,b6814b81-b249-4ee0-b377-08f3cccbbf42
002854,000003,97.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-01-24,2024-04-21,FXM-2I69,José Melo,Melo.José@uol.com.br,Antonella Vasconcelos,(021) 3191 1770,46755.0,34865.0,Y,fc46de52-34cf-42ff-a97c-a86f7f3a09b2,Y,a385a439-fd1f-4017-828a-4024a4ca3525,Regenerative braking issues,,,N,
002855,000003,118.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-04-01,2024-07-02,NHC-1G24,Juan Azevedo,Azevedo.Juan@@gmail.com,Maria Laura Barbosa,+55 (061) 5844-1092,39717.0,36479.0,Y,1568b67c-d1d9-4fb6-807d-163e5d92a2a2,N,,Inverter problems,,,N,
002856,000021,64.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-03-03,2024-05-09,JLA-9Y24,Liz da Mota,da Mota.Liz@@gmail.com,Ana Julia Farias,+55 81 1112-7029,23158.0,59611.0,N,,Y,7e55f216-6fa9-4ab4-aee1-82c71c6eff02,Inconsistent charging,,,N,
002857,000045,76.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-05-17,2024-06-08,VLQ-8I43,Maria Flor Aragão,Aragão.Maria Flor@uol.com.br,Bella Moraes,(071) 4956-1670,34127.0,90115.0,N,,Y,3c06de54-5a9d-414b-9e9f-0c0788283e78,Charging port issues,,,N,
002858,000013,69.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-01-27,2024-06-08,DUD-9R47,Yasmin Farias,Farias.Yasmin@uol.com.br,Vitor Hugo Pereira,+55 71 9346-6443,36910.0,29288.0,Y,8f120561-cbc4-498e-9c58-c12731f1ba11,Y,93d3ada8-6529-4a18-b428-3c24c67e55d8,Software glitches,,,N,
002859,000024,72.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-05-11,2024-06-14,AVP-9F55,Mirella Leão,Leão.Mirella@uol.com.br,Raul Abreu,(011) 2934 3705,12870.0,77384.0,N,,Y,dfd4f5af-8118-45e9-a6e4-31f2d7037592,Inconsistent charging,,,Y,56b44f53-6e67-4dac-a921-6f7d1457b35f
002860,000033,92.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-06-27,2024-07-02,ESO-1G82,Bryan Moraes,Moraes.Bryan@@outlook.com,Mariah Rios,+55 81 8573-0804,10702.0,41620.0,N,,N,,Battery degradation,,,N,
002861,000043,61.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-06-01,2024-07-21,VAF-6O22,Alexia Vargas,Vargas.Alexia@@yahoo.com.br,Hellena Porto,0500 309 2153,29642.0,86993.0,Y,6af5061a-fced-40ee-8cfb-a29f52fe1eae,Y,87cfb294-bd48-48f2-948b-3c5cd9ff39ea,Inverter problems,,,N,
002862,000034,116.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-06-08,2024-06-17,JRP-8N30,Yan Nunes,Nunes.Yan@@gmail.com,Ana Laura Barros,+55 (021) 4644-6830,10404.0,51260.0,N,,N,,Suspension problems,,,Y,5dd08975-b32e-43db-88a3-05aea73b7d89
002863,000027,24.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-01-09,2024-06-07,CWT-2Z82,Antony Nunes,Nunes.Antony@@outlook.com,Srta. Alana Lopes,0800 130 8917,39884.0,43453.0,Y,404bdb2b-de0b-48d6-afff-4f7aca0d17af,Y,07a5f36f-0f99-4419-8d8d-f8d49b98bd3d,Battery degradation,,,N,
002864,000009,61.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-02-16,2024-05-26,BKZ-7F56,João Guilherme da Cunha,da Cunha.João Guilherme@@outlook.com,Luigi Barbosa,+55 81 6791 8717,13945.0,42905.0,N,,Y,8dcd908e-2219-4865-a77e-63d0a5c2444a,Regenerative braking issues,,,Y,8818bc19-1915-4bea-9393-ed7ead8deae1
002865,000047,101.0,9999999999,Name,9999999988,Name,Non-Warranty,In Progress,2024-07-14,2024-07-21,XPM-3J47,João Pedro Siqueira,Siqueira.João Pedro@@gmail.com,Levi Santos,(084) 9912 2062,23051.0,11869.0,Y,f0c9c0aa-1e01-4063-b03d-ae152ac1dce6,N,,Inconsistent charging,,,N,
002866,000013,67.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-06-23,2024-07-22,BVG-9W67,Allana Machado,Machado.Allana@uol.com.br,Catarina Siqueira,(051) 1415 9729,196.0,61019.0,Y,68b1604b-31ce-468a-acca-98972fc45498,Y,c8917fca-4047-42f1-a3ba-b7317f03346c,Cooling system issues,,,N,
002867,000001,119.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-04-29,2024-05-24,ODJ-6I69,Lunna Peixoto,Peixoto.Lunna@@yahoo.com.br,Maria Eduarda Vieira,+55 61 4040 3783,48453.0,64627.0,Y,7f53eb49-b0a7-4d1e-bdef-995ef150c4f7,Y,f49c1050-117a-4cdb-93b4-0da954b0e7ae,Cabin filter replacement,,,Y,3b8ffef7-fca6-4964-a078-d85b2ef616f0
002868,000037,103.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-02-18,2024-03-12,XNH-5S83,Maysa da Rosa,da Rosa.Maysa@@gmail.com,Ravi Lucca Borges,+55 (051) 2760-0994,23908.0,61379.0,Y,3affac3c-2505-4511-b277-0334a63a9388,N,,Suspension problems,,,Y,b3fe1378-520e-46bf-9b31-031ead5cf58b
002869,000019,98.0,9999999999,Name,9999999988,Name,Non-Warranty,In Progress,2024-07-13,2024-07-20,OFO-9W76,Apollo Monteiro,Monteiro.Apollo@uol.com.br,Caroline Santos,+55 84 1641 9796,46357.0,93317.0,N,,N,,Inconsistent charging,,,Y,bd986df6-3d95-4d2a-9346-f5593d4bb325
002870,000039,110.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-01-24,2024-03-12,TII-9P22,Joaquim Cardoso,Cardoso.Joaquim@@gmail.com,Gael Henrique Rezende,11 1083 3642,43725.0,35101.0,N,,Y,0051c19a-061b-41bb-aeaa-03e9384896f1,Battery degradation,,,Y,ad8af8b9-ff5d-493b-a1d8-829d4496f34b
002871,000043,115.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-02-13,2024-03-18,DXT-4J84,Luiz Felipe Camargo,Camargo.Luiz Felipe@uol.com.br,Maitê Câmara,+55 31 0256-8694,14506.0,97404.0,Y,222fc039-c5c5-44f0-b824-97c3adf76fae,Y,70b95c61-b3d5-49b3-a0b2-8e280e6a2a85,Battery overheating,,,N,
002872,000020,84.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-04-07,2024-05-07,WKJ-8F76,Carlos Eduardo da Cruz,da Cruz.Carlos Eduardo@uol.com.br,Helena Macedo,+55 (081) 9055 4159,43301.0,51613.0,Y,761bd329-cb8b-4db7-b454-d7b067dc463a,Y,19b6b3e9-df56-4932-a4e9-2b612e612af3,Suspension problems,,,Y,6679d212-8667-42c6-bb87-99ab0ff2db7d
002873,000027,27.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-01-30,2024-06-11,JAP-5W69,Juliana Andrade,Andrade.Juliana@@gmail.com,Murilo Rios,0800-944-7431,41928.0,85848.0,N,,Y,f5b9d35c-1615-4486-95ca-63ad6e56a4cd,Overheating of battery,,,Y,7601043e-28b1-423e-995e-6300b5fd0c06
002874,000026,120.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-05-25,2024-07-21,VGO-8Q64,Miguel Garcia,Garcia.Miguel@@outlook.com,Gael Henrique Martins,+55 21 5139 7385,28131.0,27411.0,N,,N,,Vehicle control system failures,,,N,
002875,000023,73.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-06-04,2024-06-09,ZPP-6C61,Matteo Barbosa,Barbosa.Matteo@uol.com.br,Vitor Gabriel Nogueira,+55 (041) 7811 5939,40849.0,96421.0,Y,ae30ba2f-6aee-4793-be37-a591d25f6507,N,,Suspension problems,,,N,
002876,000018,37.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-07-25,2024-07-25,IWL-3Q30,Melissa Cunha,Cunha.Melissa@@outlook.com,Asafe Cardoso,(011) 3608 4492,31059.0,75788.0,Y,714e3887-74b1-4351-b87d-7e68091e449c,N,,Inconsistent charging,,,Y,57ba1537-97b5-43aa-98ce-801d49433459
002877,000014,50.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-06-12,2024-07-21,FDR-1I25,Alícia Nascimento,Nascimento.Alícia@@gmail.com,Maria Helena Albuquerque,(041) 2223-0975,44773.0,5276.0,N,,Y,b6ad183b-e13d-4dc8-91e9-838a34fa965a,Inconsistent charging,,,N,
002878,000030,114.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-03-10,2024-06-03,UVE-9C83,Olívia Pereira,Pereira.Olívia@@gmail.com,Nathan Alves,+55 (084) 3606-8650,19483.0,87826.0,N,,Y,283bdd87-bac4-4f11-80d2-6e8fd3051f42,Inconsistent charging,,,Y,b7fdc248-329f-4f17-bb9c-4970366d9638
002879,000025,89.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-02-12,2024-06-29,RGN-6A41,Yasmin Viana,Viana.Yasmin@@gmail.com,Bryan Monteiro,(071) 7138 0288,35027.0,71384.0,Y,561254a6-4d02-437f-8a40-bcb2173b3f9a,Y,f85954a4-3a4e-4112-b1fc-5d9f4d773832,Inconsistent charging,,,N,
002880,000024,104.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-06-26,2024-06-29,UKC-0L35,Oliver Pimenta,Pimenta.Oliver@@outlook.com,Dr. Caleb Castro,+55 84 6041-3389,20844.0,7471.0,N,,Y,339f00c7-ef91-4742-bf9f-5773f0100d3c,Suspension problems,,,N,
002881,000027,87.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-04-22,2024-07-23,ZRN-2U05,Jade Rodrigues,Rodrigues.Jade@@outlook.com,José Pedro Costa,(071) 2815 7580,18799.0,43554.0,N,,N,,Climate control system issues,,,N,
002882,000041,63.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-01-14,2024-05-13,ZXH-0L71,João Miguel Sousa,Sousa.João Miguel@@gmail.com,Maria Eduarda Vasconcelos,+55 (061) 2423 1426,39722.0,65079.0,Y,79c0415b-7e67-427f-82cc-3f0561205051,N,,Inconsistent charging,,,N,
002883,000041,91.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-05-10,2024-06-22,KPS-3U25,Enzo Rezende,Rezende.Enzo@@gmail.com,João Pedro Santos,0900 555 8444,22228.0,15303.0,N,,Y,d1b31298-7b48-4b17-a159-0707d522e2fc,Charging port issues,,,N,
002884,000003,82.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-04-29,2024-07-20,HWE-2J84,Isaque Pimenta,Pimenta.Isaque@@yahoo.com.br,Ana Carolina Novaes,(031) 4562-1165,2650.0,95336.0,Y,5f87c180-5f0e-4d51-ad9d-6ca9bc571a28,N,,Climate control system issues,,,N,
002885,000015,43.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-01-14,2024-04-22,EIY-6X72,Luana Pacheco,Pacheco.Luana@uol.com.br,Amanda da Luz,(021) 7919-7477,30569.0,78471.0,N,,Y,6675a916-0ecd-4ff3-9dde-4539c12826e0,Suspension problems,,,Y,1683cccc-cd26-4704-af43-d58e79f80acc
002886,000010,111.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-07-15,2024-07-15,AGA-7L79,Renan das Neves,das Neves.Renan@@outlook.com,Benjamin Cardoso,+55 41 3636 3400,924.0,62401.0,N,,Y,547f6c26-d190-42f0-954b-a32df0685de7,Software glitches,,,N,
002887,000021,57.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-04-07,2024-04-23,SWX-0X89,Antônio Brito,Brito.Antônio@@gmail.com,Nicole Rodrigues,+55 (041) 8969-9752,35942.0,96493.0,Y,fe040a17-5f79-465e-8b3e-48b4d5c73e03,N,,Suspension problems,,,Y,39262f97-54af-4074-9824-d9566f87f354
002888,000045,80.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-01-28,2024-02-13,TVQ-2V72,Maria Clara Rocha,Rocha.Maria Clara@@yahoo.com.br,Natália Farias,(011) 4939 1909,13789.0,71303.0,Y,5259f200-a47d-4d59-a5fa-4ed9505c575f,Y,4eae73fe-fe78-412e-993e-4a09dadbe9d2,Suspension problems,,,Y,963350dc-144f-4425-ab92-25634e36acd9
002889,000002,95.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-05-08,2024-07-03,WGX-6P96,Maya Fogaça,Fogaça.Maya@@gmail.com,Luiz Fernando Novaes,+55 (031) 8885-5198,24774.0,80541.0,N,,Y,5be21c05-44e2-432d-ad3d-e89d6428dcc1,Inconsistent charging,,,N,
002890,000020,25.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-04-10,2024-04-11,UFA-7T09,Juliana Araújo,Araújo.Juliana@@yahoo.com.br,João da Mota,+55 (061) 2449 9877,26434.0,44471.0,N,,N,,Suspension problems,,,Y,ed370822-46e2-423a-a9b0-637aae7e000d
