DEALER_ORDER_ID,DEALER_ID,DEALER_ORDER_NO,CREATE_BY,CREATE_DATE,UPDATE_BY,UPDATE_DATE,REPAIR_TYPE,ORDER_STATUS,ORDER_CREATE_DATE,ORDER_LAST_BALANCE_DATE,VIN,CUST_NAME,CUST_EMAIL,DELIVERER,DELEVERER_MOBILE,POWER_MILEAGE,TOTAL_MILEAGE,CREATE_CLAIM_FLAG,CLAIM_NO,ACTIVITY_FLAG,ACTIVITY_CODE,TROUBLE_DESC,DELIVER_PROBLEM,CHECK_RESULT,IS_SECSTORE,SECSTORE_ID
706.0,44.0,39.0,9999999999,2024-01-18,9999999988,2024-03-07,Warranty,In Progress,2024-01-18,2024-03-07,FLE-2K22,Leonardo Gomes,Leonardo.Gomes@uol.com.br,Sr. Thomas Rezende,(061) 2292 6666,42352.0,81223.0,N,,N,,,,,Y,50fafe25-26af-44c2-b89f-1293d4ed82af
707.0,48.0,61.0,9999999999,2024-06-29,9999999988,2024-06-30,Warranty,Completed,2024-06-29,2024-06-30,NMH-3B80,Maria Fernanda Teixeira,Maria Fernanda.Teixeira@@outlook.com,Leandro Freitas,41 1446-8606,13563.0,29229.0,Y,523787b8-63ba-427d-9efe-4e984ef796c7,N,,,,,N,
708.0,6.0,46.0,9999999999,2024-03-08,9999999988,2024-03-25,Non-Warranty,In Progress,2024-03-08,2024-03-25,WGK-4I65,Levi Montenegro,Levi.Montenegro@@yahoo.com.br,Davi Lucca Siqueira,+55 (051) 7363-9435,47915.0,61382.0,Y,ca9c056c-6a3b-411e-91f1-ea35498f24f5,Y,eb8f8f28-410c-488e-9cd2-68b7af273107,,,,N,
709.0,42.0,27.0,9999999999,2024-07-03,9999999988,2024-07-05,Non-Warranty,In Progress,2024-07-03,2024-07-05,RSM-6Y59,Allana Nunes,Allana.Nunes@@outlook.com,Maria Liz Pereira,(051) 7382 4464,20880.0,11851.0,N,,N,,,,,Y,24744bd0-431a-4b8c-a2b1-018cbb1f577c
710.0,16.0,85.0,9999999999,2024-04-28,9999999988,2024-05-29,Non-Warranty,Pending,2024-04-28,2024-05-29,XBF-7L55,Mateus Farias,Mateus.Farias@@yahoo.com.br,Luiz Gustavo Souza,61 5809-9320,13219.0,3430.0,Y,980f0abd-25da-4672-bc4c-accacdfb3a33,Y,a08fa0cb-7fca-45af-b2c4-8e8eac849de0,,,,Y,19d8af39-ffd6-4126-92f7-9c0f22969e81
711.0,50.0,68.0,9999999999,2024-04-15,9999999988,2024-05-18,Non-Warranty,In Progress,2024-04-15,2024-05-18,UWC-0S02,Lívia Marques,Lívia.Marques@uol.com.br,Cauã Cavalcante,84 1295-4639,17066.0,16652.0,N,,N,,,,,Y,44239fed-0770-4109-a0e9-c0acb2c11f10
712.0,48.0,34.0,9999999999,2024-04-04,9999999988,2024-07-16,Non-Warranty,Pending,2024-04-04,2024-07-16,AKI-6Y01,Manuella Vasconcelos,Manuella.Vasconcelos@@outlook.com,Sr. Alexandre Albuquerque,+55 51 4770 5284,47554.0,25140.0,Y,c0deef4c-15eb-4e87-8dac-f7aca2504d30,N,,,,,Y,47254b22-5fda-4cac-80e0-a49a29752000
713.0,42.0,100.0,9999999999,2024-04-07,9999999988,2024-06-29,Non-Warranty,Pending,2024-04-07,2024-06-29,AFW-9U78,Erick Porto,Erick.Porto@@yahoo.com.br,Luísa Nunes,+55 (041) 2133-2882,30524.0,16329.0,N,,Y,b8308c21-52df-45e1-9b30-15c9cc337d8b,,,,Y,f34d586b-18ad-421a-a4eb-7144ee2ef91e
714.0,33.0,79.0,9999999999,2024-02-16,9999999988,2024-06-06,Warranty,In Progress,2024-02-16,2024-06-06,YPY-6G58,Giovanna Moraes,Giovanna.Moraes@@outlook.com,Rafaela Fogaça,+55 (051) 9257-2341,20052.0,43638.0,N,,Y,b3a8e662-8b47-46e3-bb1c-7eec6deb39b4,,,,N,
715.0,2.0,113.0,9999999999,2024-07-22,9999999988,2024-07-22,Non-Warranty,In Progress,2024-07-22,2024-07-22,TXQ-9T45,Julia Garcia,Julia.Garcia@@gmail.com,Zoe Castro,+55 51 7078 2264,8599.0,45014.0,Y,e5776b7d-8859-47f0-87f7-314c68eebce3,N,,,,,Y,b4b80da6-bf5d-4688-ade7-eb7200b3a978
716.0,46.0,119.0,9999999999,2024-04-27,9999999988,2024-05-02,Warranty,Pending,2024-04-27,2024-05-02,LYS-8E69,Luan Rodrigues,Luan.Rodrigues@uol.com.br,Manuella Carvalho,0800-194-6571,14635.0,41813.0,Y,34e4e40d-7157-4e1c-8615-6f719760779f,Y,e2bccf1b-b171-4a0b-960b-deacb5ba2170,,,,Y,8a85b879-4923-49ac-8de1-bd3369ed2099
717.0,30.0,26.0,9999999999,2024-01-19,9999999988,2024-03-17,Warranty,Completed,2024-01-19,2024-03-17,FQS-7P14,Sarah Mendes,Sarah.Mendes@@outlook.com,Ayla Araújo,(041) 9571 3655,18093.0,45827.0,Y,bfc1e9d2-c2a9-4153-9d7d-1e63b32be01f,Y,9a729165-4508-4f0f-a879-4587461e4d98,,,,N,
718.0,23.0,74.0,9999999999,2024-01-27,9999999988,2024-05-27,Warranty,Completed,2024-01-27,2024-05-27,APV-3A29,Diego Aragão,Diego.Aragão@@gmail.com,Matheus Sá,+55 71 3747-7254,48931.0,10605.0,Y,94ad0547-6863-4606-9ed6-75ff0d5bc8fc,Y,4a0049c5-b41e-4b58-9e7c-ae9bb7d58dca,,,,N,
719.0,5.0,72.0,9999999999,2024-03-07,9999999988,2024-04-03,Warranty,Completed,2024-03-07,2024-04-03,TIU-1Z70,Vitor Fonseca,Vitor.Fonseca@@gmail.com,Miguel Porto,+55 11 2800 6012,311.0,98866.0,Y,ff85fbed-7eaf-4326-9d4d-c7ce71a2363b,N,,,,,Y,63f3e711-5203-4012-8d43-6e0b79c44505
720.0,29.0,49.0,9999999999,2024-07-15,9999999988,2024-07-15,Warranty,Completed,2024-07-15,2024-07-15,BPF-6V10,Ryan Lopes,Ryan.Lopes@@yahoo.com.br,Dra. Emilly Cunha,21 6048 5650,18112.0,74024.0,N,,N,,,,,Y,3177034f-bdcd-4637-b559-db22df553bac
721.0,41.0,60.0,9999999999,2024-05-31,9999999988,2024-06-05,Warranty,Pending,2024-05-31,2024-06-05,UQO-8J45,José Miguel Casa Grande,José Miguel.Casa Grande@uol.com.br,Bella Oliveira,31 5680 9856,10273.0,28916.0,N,,N,,,,,N,
722.0,8.0,55.0,9999999999,2024-02-12,9999999988,2024-07-21,Non-Warranty,Completed,2024-02-12,2024-07-21,AIG-9B90,Hellena Correia,Hellena.Correia@@yahoo.com.br,Dra. Bruna da Paz,+55 (031) 7072 1036,36040.0,67145.0,N,,Y,63d96861-a6d3-4ba0-acbb-e600307b138a,,,,N,
723.0,27.0,104.0,9999999999,2024-03-03,9999999988,2024-06-01,Non-Warranty,In Progress,2024-03-03,2024-06-01,YPS-6W58,João Vitor Porto,João Vitor.Porto@@gmail.com,Melina da Costa,+55 31 6241-3084,42010.0,9331.0,N,,N,,,,,Y,8012a9c7-1dcc-42f5-b7a1-a3fe24461691
724.0,19.0,104.0,9999999999,2024-07-07,9999999988,2024-07-21,Warranty,Pending,2024-07-07,2024-07-21,RVQ-2H22,Arthur Gabriel Oliveira,Arthur Gabriel.Oliveira@@yahoo.com.br,Srta. Eloá Dias,+55 84 7108 3600,21824.0,3670.0,Y,c95f012e-c5ed-40a3-862f-bc4b46949cbb,Y,5a97c4e2-6d81-40eb-9725-22fd2ce57534,,,,N,
725.0,30.0,54.0,9999999999,2024-01-23,9999999988,2024-06-06,Non-Warranty,Pending,2024-01-23,2024-06-06,DPN-1T90,Laís Vasconcelos,Laís.Vasconcelos@uol.com.br,Melissa Siqueira,+55 11 7452 6900,35491.0,19582.0,N,,Y,76f0459e-16d5-493c-a0b4-3b103593d99f,,,,Y,02163ccb-c8c7-4722-b4d8-fa2aed1fe94e
726.0,11.0,54.0,9999999999,2024-06-30,9999999988,2024-07-04,Non-Warranty,Completed,2024-06-30,2024-07-04,NAF-8M66,Bento Dias,Bento.Dias@@gmail.com,Luana Pires,+55 31 1930-9945,47389.0,1210.0,Y,39f568f9-828d-4f45-a29f-d7a87c1320ac,N,,,,,N,
727.0,13.0,120.0,9999999999,2024-01-26,9999999988,2024-05-30,Non-Warranty,Pending,2024-01-26,2024-05-30,GKI-7D85,Enrico Cunha,Enrico.Cunha@@gmail.com,Eloá Camargo,84 9968 4443,5654.0,59411.0,Y,de1e58fe-7172-4dc0-a2d2-cb70e93e4bf5,Y,ec923424-628d-4764-aaa3-70603ca6d3f6,,,,Y,f2ad5aa4-6a5b-406c-bc7a-31d262664fc1
728.0,7.0,104.0,9999999999,2024-01-19,9999999988,2024-03-14,Non-Warranty,In Progress,2024-01-19,2024-03-14,XIZ-3O28,Sara da Luz,Sara.da Luz@@outlook.com,Dra. Mirella Correia,(011) 0136-2253,45557.0,47241.0,N,,Y,2be9bb9e-2d30-4f77-8c51-a76545673232,,,,Y,273581b4-ceb6-4a52-94f2-7b80162202ac
729.0,22.0,89.0,9999999999,2024-07-13,9999999988,2024-07-15,Non-Warranty,Pending,2024-07-13,2024-07-15,TIG-3W69,Davi Luiz Lima,Davi Luiz.Lima@@yahoo.com.br,Ana Laura Azevedo,51 3417 2975,16811.0,2675.0,Y,98d8fc5a-2a73-4dd8-9d4b-730eace8cc2d,Y,a5f5169f-9078-4d74-af2b-c36c6fbecdad,,,,Y,4f36ad4f-8206-406e-9f90-fa1aa58a3dfb
730.0,13.0,22.0,9999999999,2024-02-24,9999999988,2024-05-05,Warranty,Pending,2024-02-24,2024-05-05,AYM-6I60,Sarah Macedo,Sarah.Macedo@uol.com.br,Lorena Borges,+55 (021) 0944 5047,42086.0,31212.0,Y,f44e524a-5c3f-4939-a9a4-ed6ddcec3941,Y,6571a458-1661-4ec7-a8ea-7f5fa6dc1539,,,,N,
731.0,15.0,77.0,9999999999,2024-07-04,9999999988,2024-07-12,Non-Warranty,Completed,2024-07-04,2024-07-12,APN-6I43,Gustavo Henrique Pinto,Gustavo Henrique.Pinto@uol.com.br,Daniel Rocha,+55 (031) 8438 5830,37786.0,8201.0,Y,3c84d8f5-f547-4acf-9bdf-025d2d650f9e,Y,358d8196-6de3-44b7-b084-a08e7fa4ce6f,,,,Y,78f19324-6031-4f92-aba6-0717cdc98b47
732.0,12.0,34.0,9999999999,2024-02-03,9999999988,2024-05-31,Non-Warranty,Completed,2024-02-03,2024-05-31,FBW-2U12,Anthony Gabriel Mendonça,Anthony Gabriel.Mendonça@@gmail.com,Mathias Cardoso,0300-562-3819,3403.0,54592.0,Y,40031b6c-c837-4c5b-a596-82f2a61ac9c9,Y,3bb3cfa0-dfbb-471b-824b-58bec407d162,,,,Y,983e3254-8ef5-4521-8c69-5a623118114b
733.0,13.0,61.0,9999999999,2024-01-18,9999999988,2024-03-26,Warranty,In Progress,2024-01-18,2024-03-26,DBH-9Z63,Luna Nogueira,Luna.Nogueira@uol.com.br,Ágatha Correia,(061) 4615 1628,16825.0,85309.0,N,,Y,77eb103a-996e-49b5-96d1-79b6207abd5f,,,,Y,e2a937b4-2a7f-4667-a7ab-59f79ba999ea
734.0,10.0,57.0,9999999999,2024-07-14,9999999988,2024-07-19,Non-Warranty,In Progress,2024-07-14,2024-07-19,CYS-0D99,Isaque Barros,Isaque.Barros@@gmail.com,Kamilly Abreu,+55 84 8712 9253,6828.0,48791.0,N,,N,,,,,Y,a945f62e-257b-4526-9d5e-fcb561d967f3
735.0,26.0,99.0,9999999999,2024-03-01,9999999988,2024-06-01,Non-Warranty,Pending,2024-03-01,2024-06-01,VCQ-1Z74,Ian Borges,Ian.Borges@uol.com.br,Raquel da Conceição,61 8465-6568,9060.0,84010.0,N,,Y,2826b33c-b8d6-40b7-a7f2-9f97d3703454,,,,Y,9a311981-b5bc-4b2e-99c3-710a097a3a32
736.0,8.0,111.0,9999999999,2024-01-24,9999999988,2024-04-12,Non-Warranty,Completed,2024-01-24,2024-04-12,YTJ-2S05,Maria Luiza Rodrigues,Maria Luiza.Rodrigues@@yahoo.com.br,Diego Casa Grande,31 7201 7229,78.0,68815.0,Y,fa2d3a45-90b1-4b7c-ba80-d9bf89230152,Y,218063a9-eee8-41de-9334-af37c53e433c,,,,N,
737.0,18.0,29.0,9999999999,2024-05-23,9999999988,2024-06-18,Warranty,Pending,2024-05-23,2024-06-18,UDQ-8O68,Ayla das Neves,Ayla.das Neves@uol.com.br,Sr. Benjamin Cunha,41 2163 7784,12860.0,16061.0,Y,36db9288-f963-489c-b507-b883ef029401,Y,b94eb18c-9b6c-468b-86c4-b1061b70c6a0,,,,N,
738.0,9.0,111.0,9999999999,2024-01-30,9999999988,2024-07-10,Warranty,Pending,2024-01-30,2024-07-10,FQF-6H33,Theodoro Ribeiro,Theodoro.Ribeiro@uol.com.br,Pedro Dias,(081) 6633 4912,13671.0,63507.0,N,,N,,,,,N,
739.0,42.0,42.0,9999999999,2024-01-04,9999999988,2024-04-09,Non-Warranty,Pending,2024-01-04,2024-04-09,CCQ-1V93,Daniela Borges,Daniela.Borges@@gmail.com,Julia Freitas,+55 (071) 4331 1100,16224.0,53503.0,N,,Y,25dd6511-1d47-49b4-9fc0-3bcb4504c1d9,,,,N,
740.0,15.0,87.0,9999999999,2024-02-21,9999999988,2024-05-22,Warranty,Pending,2024-02-21,2024-05-22,FKC-6M47,Diego Mendes,Diego.Mendes@@gmail.com,Yan Moura,+55 11 4730-9254,22741.0,12863.0,Y,69e72b06-b49e-4426-8b19-3b7ecd83df01,N,,,,,Y,20850e80-bd78-4b6d-b17a-323f63b130cc
741.0,14.0,32.0,9999999999,2024-05-19,9999999988,2024-05-24,Non-Warranty,Completed,2024-05-19,2024-05-24,IWK-1D01,Sara Moura,Sara.Moura@uol.com.br,Luana da Paz,+55 21 3346-0823,38709.0,66259.0,Y,296a1eb9-7d52-4160-b828-816b8d6857a6,N,,,,,N,
742.0,27.0,58.0,9999999999,2024-05-01,9999999988,2024-06-02,Non-Warranty,Completed,2024-05-01,2024-06-02,VIP-7I79,Murilo Câmara,Murilo.Câmara@@gmail.com,João Guilherme Ferreira,+55 21 3047-2584,2894.0,67693.0,N,,N,,,,,N,
743.0,25.0,84.0,9999999999,2024-05-21,9999999988,2024-07-06,Non-Warranty,Completed,2024-05-21,2024-07-06,HFY-7H35,Maitê Mendonça,Maitê.Mendonça@@outlook.com,Luan Cavalcante,+55 31 7256 6029,15466.0,87131.0,N,,N,,,,,N,
744.0,42.0,83.0,9999999999,2024-04-27,9999999988,2024-05-04,Non-Warranty,In Progress,2024-04-27,2024-05-04,UPM-5A57,Marcos Vinicius Souza,Marcos Vinicius.Souza@@gmail.com,Valentim Ribeiro,+55 (021) 4566 7657,25314.0,58588.0,Y,db3a37b5-5192-4169-8b81-f39eaad9107e,N,,,,,Y,181022e3-cf98-4d37-ada9-5550f34e5a01
745.0,43.0,25.0,9999999999,2024-01-24,9999999988,2024-06-21,Non-Warranty,In Progress,2024-01-24,2024-06-21,NWJ-3K02,José Freitas,José.Freitas@@yahoo.com.br,Liam Nascimento,31 4461 8992,39542.0,50125.0,N,,Y,1a07537c-afa4-45a6-874e-939d5b242ab6,,,,N,
746.0,35.0,66.0,9999999999,2024-03-25,9999999988,2024-07-15,Warranty,Pending,2024-03-25,2024-07-15,GCE-1R13,Lucca da Paz,Lucca.da Paz@@yahoo.com.br,Sra. Ana Laura Silveira,11 3027-8754,21454.0,39635.0,N,,Y,59b31dc1-94d1-4df4-afe5-77e7c20472ff,,,,Y,1705a462-00f7-4bff-be2b-3cb8ca08aaeb
747.0,13.0,44.0,9999999999,2024-05-21,9999999988,2024-06-11,Non-Warranty,Completed,2024-05-21,2024-06-11,OXY-8U58,Oliver da Cruz,Oliver.da Cruz@@gmail.com,Luiz Henrique Cirino,+55 (081) 2816 7819,25072.0,56693.0,Y,b9d81c2b-87eb-47d9-84f7-da27f055359f,N,,,,,N,
748.0,2.0,22.0,9999999999,2024-03-21,9999999988,2024-07-22,Non-Warranty,Completed,2024-03-21,2024-07-22,OPP-2A35,Heitor Vargas,Heitor.Vargas@uol.com.br,Ana Sophia Porto,+55 (071) 4108 2910,35492.0,74629.0,Y,751ced0f-a6d6-4804-b96a-533f61c2850b,N,,,,,Y,9a375704-f1bd-44cc-99b7-d33be4f13307
749.0,27.0,64.0,9999999999,2024-07-15,9999999988,2024-07-19,Warranty,Completed,2024-07-15,2024-07-19,ZVY-8I10,Lucas Melo,Lucas.Melo@@gmail.com,Agatha Montenegro,0900-375-0887,43721.0,17850.0,N,,Y,c7c34f71-e514-465c-9e52-72a01021c299,,,,N,
750.0,23.0,80.0,9999999999,2024-02-05,9999999988,2024-06-23,Warranty,Completed,2024-02-05,2024-06-23,OSC-0K73,Melina Mendes,Melina.Mendes@uol.com.br,Liz Rezende,(011) 2540-1349,42628.0,77817.0,Y,be1e5d2e-d317-4c1e-99f8-16ca566f3717,Y,c225ae6c-5f77-49b7-9139-5defd11f8c7e,,,,N,
751.0,12.0,64.0,9999999999,2024-02-12,9999999988,2024-03-24,Warranty,Pending,2024-02-12,2024-03-24,WZZ-0Z71,Eloá Rocha,Eloá.Rocha@@outlook.com,Enrico Cirino,41 3928 2976,5228.0,45642.0,N,,N,,,,,Y,cba31071-fd8f-4167-a5de-3d0531cbcd01
752.0,26.0,93.0,9999999999,2024-04-30,9999999988,2024-05-04,Warranty,Pending,2024-04-30,2024-05-04,QGT-7W81,Lucas Gabriel Pimenta,Lucas Gabriel.Pimenta@@outlook.com,Caio Correia,11 4049-2245,23998.0,29906.0,N,,Y,702d8533-fe5a-4dc5-a2f2-ba6838b3f23b,,,,N,
753.0,3.0,54.0,9999999999,2024-07-18,9999999988,2024-07-18,Non-Warranty,In Progress,2024-07-18,2024-07-18,MXZ-4E90,Isaac Lopes,Isaac.Lopes@uol.com.br,Carolina Guerra,+55 41 2211 1925,16386.0,25155.0,Y,300d793b-a23c-42d0-b56a-9e62db49f1b5,N,,,,,N,
754.0,23.0,50.0,9999999999,2024-07-12,9999999988,2024-07-20,Non-Warranty,Completed,2024-07-12,2024-07-20,NGA-3J61,Enzo Monteiro,Enzo.Monteiro@@yahoo.com.br,Srta. Lara Cassiano,+55 (051) 8144-1877,6726.0,71935.0,Y,4b0d9116-030a-4083-9ae3-1b86043a072d,Y,8cec048e-2e8b-4a71-b112-95b7f8c37004,,,,Y,08b5e7b1-bf1f-441f-95e7-8c561368ac60
755.0,26.0,52.0,9999999999,2024-07-05,9999999988,2024-07-18,Non-Warranty,In Progress,2024-07-05,2024-07-18,KOY-3H99,Ana Julia da Costa,Ana Julia.da Costa@@gmail.com,Ana Liz da Cruz,41 9687-5523,27383.0,88902.0,Y,ed320699-e8e0-466e-b97c-f7cd7fb0d5ea,N,,,,,N,
756.0,15.0,66.0,9999999999,2024-06-19,9999999988,2024-07-03,Non-Warranty,In Progress,2024-06-19,2024-07-03,SHV-8H68,João Guilherme Santos,João Guilherme.Santos@@outlook.com,Lavínia Pinto,84 9746 1264,3249.0,42965.0,N,,N,,,,,N,
757.0,31.0,64.0,9999999999,2024-03-29,9999999988,2024-04-03,Non-Warranty,Pending,2024-03-29,2024-04-03,WTK-1C33,Ágatha Casa Grande,Ágatha.Casa Grande@@yahoo.com.br,Pedro Lucas Siqueira,+55 71 9553-3018,48964.0,58241.0,Y,8c3c4c8b-6fbd-481a-8040-29432b642789,N,,,,,N,
758.0,24.0,28.0,9999999999,2024-05-22,9999999988,2024-05-25,Non-Warranty,Pending,2024-05-22,2024-05-25,PXS-3H68,Fernando Silveira,Fernando.Silveira@@yahoo.com.br,Isabella da Costa,+55 71 2803-1759,17346.0,57356.0,N,,N,,,,,Y,742fc7ea-c383-4444-a6ed-6ad3c7821b9e
759.0,1.0,66.0,9999999999,2024-04-06,9999999988,2024-06-08,Non-Warranty,In Progress,2024-04-06,2024-06-08,XEL-0X56,Valentim Farias,Valentim.Farias@@gmail.com,Brayan Melo,(011) 7410-7116,8194.0,12720.0,N,,Y,7cb1d84e-955f-42a6-be68-cfb7aa792d42,,,,N,
760.0,49.0,81.0,9999999999,2024-04-09,9999999988,2024-05-20,Warranty,Completed,2024-04-09,2024-05-20,PSK-6J66,Sofia Lima,Sofia.Lima@@yahoo.com.br,Vitor Gabriel Martins,0900 459 0644,9003.0,43805.0,N,,Y,0563ce97-b8ba-4661-ae79-f9c7eb7c924f,,,,N,
761.0,36.0,85.0,9999999999,2024-06-16,9999999988,2024-07-15,Warranty,In Progress,2024-06-16,2024-07-15,PGB-0L87,Gustavo Costa,Gustavo.Costa@@outlook.com,Hellena Oliveira,+55 (031) 4753-6081,549.0,82761.0,Y,c45322ef-744e-4895-b11b-33a32825234d,Y,df1f2b31-894e-445d-9ddf-1d71c3378bcc,,,,N,
762.0,13.0,93.0,9999999999,2024-07-07,9999999988,2024-07-15,Warranty,In Progress,2024-07-07,2024-07-15,JFZ-0P85,Marcos Vinicius Marques,Marcos Vinicius.Marques@@outlook.com,Maria Helena Macedo,(081) 5390 1002,36882.0,45977.0,N,,N,,,,,N,
763.0,33.0,120.0,9999999999,2024-02-03,9999999988,2024-06-29,Warranty,Completed,2024-02-03,2024-06-29,JQF-1A28,Otto Rocha,Otto.Rocha@@outlook.com,Srta. Eloah Caldeira,(041) 7451 4278,32105.0,1294.0,N,,N,,,,,N,
764.0,12.0,24.0,9999999999,2024-03-03,9999999988,2024-03-04,Non-Warranty,Completed,2024-03-03,2024-03-04,GIX-6X03,Maria Luiza Castro,Maria Luiza.Castro@@outlook.com,Theodoro Vasconcelos,+55 11 4289-6841,3646.0,66899.0,Y,f9e379b3-6779-479d-ba41-a561704d2eab,Y,c819759e-1540-4b55-b9e1-c7d335bd3263,,,,Y,991df973-9d80-417c-acc8-9a5e96d9513c
765.0,17.0,94.0,9999999999,2024-02-27,9999999988,2024-04-02,Non-Warranty,In Progress,2024-02-27,2024-04-02,XCZ-5W51,Luiz Otávio da Rosa,Luiz Otávio.da Rosa@uol.com.br,Sra. Gabriela da Cruz,+55 (011) 3484-4467,1921.0,5127.0,N,,Y,cc276dd8-6c0b-40ee-95df-1d984d193910,,,,Y,438a9642-f6cf-4681-9470-8f7cb9052c25
766.0,28.0,79.0,9999999999,2024-03-20,9999999988,2024-06-11,Non-Warranty,Pending,2024-03-20,2024-06-11,KZX-1F42,Emanuelly Carvalho,Emanuelly.Carvalho@uol.com.br,Srta. Maria Eduarda Novais,+55 (061) 4642 2001,31389.0,82604.0,Y,4cbfe53a-5817-452e-a2b3-81b7e037f595,Y,d55e177e-ae7b-4ef9-9b32-e70935222db7,,,,Y,377090df-b4a1-44ea-9670-03cc1badc476
767.0,29.0,85.0,9999999999,2024-06-02,9999999988,2024-06-24,Warranty,Completed,2024-06-02,2024-06-24,ZRS-9D26,Rafaela da Cunha,Rafaela.da Cunha@@gmail.com,Pedro Viana,(011) 7603-7786,48930.0,64828.0,N,,N,,,,,Y,c72eceee-a654-44d1-89c3-db99e9e22f6c
768.0,30.0,104.0,9999999999,2024-02-03,9999999988,2024-02-15,Warranty,Pending,2024-02-03,2024-02-15,VAO-5I00,Kaique Martins,Kaique.Martins@@gmail.com,Gabrielly Cavalcanti,+55 (061) 2774-5465,6834.0,13210.0,N,,N,,,,,Y,0b349c66-f034-42f9-b86a-7c774f6cbc5b
769.0,7.0,27.0,9999999999,2024-06-20,9999999988,2024-07-15,Warranty,Completed,2024-06-20,2024-07-15,VAL-1K36,Noah das Neves,Noah.das Neves@uol.com.br,Ravy da Rosa,(084) 4401 5161,19332.0,31287.0,Y,48d231b4-5022-44f7-b675-e68b103fc280,N,,,,,Y,315ef44b-285d-416a-9daa-6ae15f9454ae
770.0,24.0,103.0,9999999999,2024-05-16,9999999988,2024-06-11,Warranty,Completed,2024-05-16,2024-06-11,IIS-3H18,Caroline Pimenta,Caroline.Pimenta@uol.com.br,Yasmin Novaes,71 7152 3453,40829.0,20373.0,Y,6c6e2f69-c2b0-4d64-8eed-3e24cdf0c9d0,Y,49ec5b2f-929c-4ff4-a4dc-bc0cc051a09b,,,,Y,3bdcfa11-86d7-4a99-b562-e7db3d4e61fe
771.0,41.0,91.0,9999999999,2024-03-05,9999999988,2024-06-20,Warranty,Completed,2024-03-05,2024-06-20,IUI-4W50,Sophie da Conceição,Sophie.da Conceição@@gmail.com,Dra. Maysa Rios,61 3751-9743,8180.0,76094.0,N,,N,,,,,N,
772.0,4.0,117.0,9999999999,2024-01-04,9999999988,2024-03-27,Non-Warranty,Completed,2024-01-04,2024-03-27,JTV-3M18,Stephany Araújo,Stephany.Araújo@@outlook.com,Letícia Cassiano,+55 (021) 9290 1074,25545.0,7550.0,Y,d05b4681-6bfc-4124-aa9c-fb5acd1a0c2d,N,,,,,N,
773.0,9.0,22.0,9999999999,2024-04-16,9999999988,2024-07-20,Non-Warranty,Pending,2024-04-16,2024-07-20,IWY-4M73,Maitê Santos,Maitê.Santos@uol.com.br,Benício Pastor,+55 (021) 8074-0665,30400.0,46231.0,Y,37f1b214-683b-45cd-b307-40463ce87b9f,N,,,,,N,
774.0,33.0,96.0,9999999999,2024-02-26,9999999988,2024-03-06,Non-Warranty,In Progress,2024-02-26,2024-03-06,GPP-0S00,Diogo Monteiro,Diogo.Monteiro@@yahoo.com.br,Davi Lucca Porto,(051) 3110-8649,5766.0,94521.0,Y,1b9a1f2f-2608-4641-a615-fafbac8daf1b,N,,,,,N,
775.0,19.0,56.0,9999999999,2024-01-19,9999999988,2024-03-23,Warranty,In Progress,2024-01-19,2024-03-23,TIX-7Y82,Alícia da Mata,Alícia.da Mata@@yahoo.com.br,Davi Sá,0800 960 1765,35620.0,10830.0,N,,N,,,,,Y,9e3206e7-364a-4065-865a-716c3ad1e3a8
776.0,47.0,76.0,9999999999,2024-03-03,9999999988,2024-03-22,Warranty,Completed,2024-03-03,2024-03-22,YOL-9O82,Ana Cecília Sampaio,Ana Cecília.Sampaio@@outlook.com,Maria Clara Fernandes,41 7416-1892,14353.0,95829.0,Y,123e04f9-c3bb-45c5-8c5a-c8e9b2d5a77d,Y,ff547265-1448-4555-ba0f-63039786bc44,,,,N,
777.0,23.0,111.0,9999999999,2024-02-08,9999999988,2024-07-14,Warranty,Pending,2024-02-08,2024-07-14,RLW-0S70,Valentina Castro,Valentina.Castro@@outlook.com,Maria Flor Melo,51 0115 5886,21230.0,43937.0,N,,Y,ba1a010d-b971-40b2-851a-6a92bcb47261,,,,Y,54f01c5d-6256-4938-b6e8-4a30ff878a2d
778.0,14.0,93.0,9999999999,2024-02-22,9999999988,2024-02-24,Warranty,In Progress,2024-02-22,2024-02-24,OOZ-8U17,Davi Luiz Teixeira,Davi Luiz.Teixeira@uol.com.br,Anthony Sá,+55 21 1287-6493,44006.0,64538.0,N,,Y,d3bc1c8c-0f75-4230-9f28-641314f04684,,,,Y,ca233e9c-43c9-4878-8745-140957094210
779.0,4.0,37.0,9999999999,2024-04-03,9999999988,2024-07-10,Non-Warranty,Completed,2024-04-03,2024-07-10,SQO-2Y82,Alana Montenegro,Alana.Montenegro@@outlook.com,Melissa Aragão,0900 178 0940,39041.0,15768.0,N,,N,,,,,Y,fb4007ab-26f9-4af2-928d-9f46f6c66c60
780.0,19.0,102.0,9999999999,2024-07-10,9999999988,2024-07-14,Non-Warranty,In Progress,2024-07-10,2024-07-14,WCQ-6F80,Maria Júlia Castro,Maria Júlia.Castro@@yahoo.com.br,Sr. Anthony Cunha,(061) 9512 7096,23465.0,46047.0,N,,Y,6926b279-cb93-47a7-bc1a-f642118c4f26,,,,Y,58a1cdf9-9904-45bd-a064-d7a3e2684e71
